feature_id,label,source_name,MQScore,SharedPeaks,MZErrorPPM,library_precursor_mz,library_rt_seconds,curated_name,Compound_Name,name_key,Class,SubClass,Sub_subclass,condition,retain,exclusion_reason
21922,21922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
33797,33797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
31265,31265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29568,29568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32437,32437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
27614,27614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
36115,36115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4233,4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3671,3671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6254,6254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4516,4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11515,11515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15579,15579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
17156,17156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
27765,27765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20241,20241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
34610,34610,TG(12:0/16:0/18:3); [M+NH4]+ C49H92N1O6,0.781943,12,0.849112,790.692,689.367,NA,TG(12:0/16:0/18:3),TG(12:0/16:0/18:3),Glycerolipid,Triacylglycerol,TG,CTL,TRUE,NA
38491,38491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
37483,37483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6998,6998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
16093,16093,1-palmitoyl-2-linoleoyl-sn-glycero-3-phospho-(1'-rac-glycerol),0.770907,15,0.385576,791.481,311.511,NA,1-palmitoyl-2-linoleoyl-sn-glycero-3-phospho-(1'-rac-glycerol),1-palmitoyl-2-linoleoyl-sn-glycero-3-phospho-(1'-rac-glycerol),NA,NA,NA,CTL,FALSE,unclassified_annotation
8998,8998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5161,5161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20334,20334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
19923,19923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13213,13213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12110,12110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23533,23533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
38199,38199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
38730,38730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22948,22948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
8956,8956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
26799,26799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20302,20302,MGDG(18:3/18:3); [M+NH4]+ C45H78N1O10,0.442459,6,0.847109,792.563,364.455,NA,MGDG(18:3/18:3),MGDG(18:3/18:3),Glycerolipid,Monogalactosyldiacylglycerol,Monogalactosyldiacylglycerol,CTL,TRUE,NA
40459,40459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
40441,40441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
36835,36835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
18637,18637,MGDG(18:3/18:3); [M+NH4]+ C45H78N1O10,0.512105,7,0.462059,792.563,333.035,NA,MGDG(18:3/18:3),MGDG(18:3/18:3),Glycerolipid,Monogalactosyldiacylglycerol,Monogalactosyldiacylglycerol,CTL,TRUE,NA
16752,16752,MGDG(18:3/18:3); [M+NH4]+ C45H78N1O10,0.548307,8,0.15402,792.563,318.583,NA,MGDG(18:3/18:3),MGDG(18:3/18:3),Glycerolipid,Monogalactosyldiacylglycerol,Monogalactosyldiacylglycerol,CTL,TRUE,NA
14366,14366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23033,23033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
35392,35392,TG(12:0/16:1/18:1); [M+NH4]+ C49H94N1O6,0.890008,21,0.692962,792.708,715.354,NA,TG(12:0/16:1/18:1),TG(12:0/16:1/18:1),NA,NA,NA,CTL,FALSE,unclassified_annotation
34244,34244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
37358,37358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6702,6702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4272,4272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13419,13419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22170,22170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12878,12878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11715,11715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24791,24791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
17707,17707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
26299,26299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
10345,10345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22972,22972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13572,13572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11660,11660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13418,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20045,20045,MGDG(18:2/18:3); [M+NH4]+ C45H80N1O10,0.540235,10,4.30161,794.578,360.342,NA,MGDG(18:2/18:3),MGDG(18:2/18:3),Glycerolipid,Monogalactosyldiacylglycerol,NA,CTL,TRUE,NA
18899,18899,MGDG(18:2/18:3); [M+NH4]+ C45H80N1O10,0.55816,11,0.153629,794.578,343.84,NA,MGDG(18:2/18:3),MGDG(18:2/18:3),Glycerolipid,Monogalactosyldiacylglycerol,NA,CTL,TRUE,NA
23855,23855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
36607,36607,TG(12:0/16:0/18:1); [M+NH4]+ C49H96N1O6,0.934952,21,1.30561,794.724,739.682,NA,TG(12:0/16:0/18:1),TG(12:0/16:0/18:1),Glycerolipid,Triacylglycerol,TG,CTL,TRUE,NA
35012,35012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
39505,39505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
39629,39629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
39319,39319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4248,4248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6212,6212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4550,4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
14671,14671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15371,15371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13409,13409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20580,20580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23987,23987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
33514,33514,CoQ9; [M+H]+ C54H83O4,0.850563,32,0.843844,795.629,656.394,NA,CoQ9,CoQ9,Vitamin,NA,NA,CTL,TRUE,NA
34608,34608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
38496,38496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
25428,25428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4986,4986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15151,15151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3287,3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15428,15428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
19301,19301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20839,20839,MGDG(18:2/18:2); [M+NH4]+ C45H82N1O10,0.545151,9,0.22986,796.594,371.826,NA,MGDG(18:2/18:2),MGDG(18:2/18:2),Glycerolipid,Monogalactosyldiacylglycerol,Monogalactosyldiacylglycerol,CTL,TRUE,NA
36237,36237,TG(14:0/16:0/16:0); [M+NH4]+ C49H98N1O6,0.465193,3,11.1845,796.739,738.745,NA,TG(14:0/16:0/16:0),TG(14:0/16:0/16:0),Glycerolipid,Triacylglycerol,NA,CTL,TRUE,NA
34021,34021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
37187,37187,TG(14:0/14:0/18:0); [M+NH4]+ C49H98N1O6,0.914257,13,0.689456,796.739,760.928,NA,TG(14:0/14:0/18:0),TG(14:0/14:0/18:0),Glycerolipid,Triacylglycerol,NA,CTL,TRUE,NA
31749,31749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15815,15815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
16949,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
18284,18284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
27233,27233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21327,21327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20126,20126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
35192,35192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
18176,18176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24784,24784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
16614,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21144,21144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22761,22761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24671,24671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32010,32010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
31063,31063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
25570,25570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15478,15478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
17690,17690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
18931,18931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21038,21038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
33009,33009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
33163,33163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
36516,36516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
34154,34154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
5549,5549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
7626,7626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
19559,19559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
17949,17949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13598,13598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29147,29147,PE(18:2/22:0); [M+H]+ C45H87N1O8P1,0.810092,7,1.14353,800.617,533.319,NA,PE(18:2/22:0),PE(18:2/22:0),NA,NA,NA,CTL,FALSE,unclassified_annotation
22317,22317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24811,24811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29566,29566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21703,21703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
35646,35646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20463,20463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
26383,26383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
19509,19509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21032,21032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32403,32403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22377,22377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
34840,34840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
7033,7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21368,21368,PC(16:0_20:5) - (2-{[3-(hexadecanoyloxy)-2-[icosa-5.8.11.14.17-pentaenoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium,0.427817,5,2.20553,802.536,377.879,NA,PC(16:0/20:5),PC(16:0/20:5),Glycerophospholipid,Phosphatidylcholine,NA,CTL,TRUE,NA
19240,19240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20853,20853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12743,12743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21728,21728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12459,12459,"""(4R)-4-((5S,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",0.790501,3,0.0759575,803.543,263.526,NA,"(4R)-4-((5S,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid","(4R)-4-((5S,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid",Steroid,Steroid derivative,Other,CTL,TRUE,NA
20755,20755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23519,23519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32312,32312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
30685,30685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32497,32497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
31050,31050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29357,29357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
25156,25156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23993,23993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23280,23280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13317,13317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21537,21537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23212,23212,"PC(16:0_20:4) - (2-{[3-(hexadecanoyloxy)-2-[icosa-5,8,11,14-tetraenoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium",0.474814,5,1.59311,804.551,407.807,NA,PC(16:0/20:4),PC(16:0/20:4),Glycerophospholipid,Glycerophosphocholine,Phosphatidylcholine,CTL,TRUE,NA
23195,23195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29643,29643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
31102,31102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32398,32398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
7758,7758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
21951,21951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23278,23278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
29777,29777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24480,24480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
31488,31488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
32413,32413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
28401,28401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22045,22045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
25444,25444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
19773,19773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
35792,35792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24545,24545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
3876,3876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
6289,6289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
4293,4293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11551,11551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12508,12508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
14883,14883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
11075,11075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12995,12995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13771,13771,Spectral Match to 1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine from NIST14,0.414605,4,0.832418,806.55,280.503,PC(38:6),PC(38:6),PC(38:6),NA,NA,NA,CTL,FALSE,unclassified_annotation
23478,23478,PC(18:2/20:4); [M+H]+ C46H81N1O8P1,0.64333,7,10.8968,806.57,406.754,NA,PC(18:2/20:4),PC(18:2/20:4),Glycerophospholipid,Phosphatidylcholine,NA,CTL,TRUE,NA
26395,26395,PC(18:2/20:4); [M+H]+ C46H81N1O8P1,0.673333,7,3.8593,806.57,467.631,NA,PC(18:2/20:4),PC(18:2/20:4),Glycerophospholipid,Phosphatidylcholine,NA,CTL,TRUE,NA
25225,25225,PC(18:2/20:4); [M+H]+ C46H81N1O8P1,0.712907,10,2.11883,806.57,447.57,NA,PC(18:2/20:4),PC(18:2/20:4),Glycerophospholipid,Phosphatidylcholine,NA,CTL,TRUE,NA
17017,17017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
15562,15562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
19803,19803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
22066,22066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24191,24191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
37360,37360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
7023,7023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12818,12818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12658,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20963,20963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13471,13471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
16834,16834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
12228,12228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
10977,10977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
23070,23070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
24767,24767,PC(18:1/20:4); [M+H]+ C46H83N1O8P1,0.927379,4,1.73613,808.586,433.222,NA,PC(18:1/20:4),PC(18:1/20:4),Glycerophospholipid,Glycerophosphocholine,Phosphatidylcholine,CTL,TRUE,NA
28258,28258,PC(18:1/20:4); [M+H]+ C46H83N1O8P1,0.594838,8,2.71742,808.586,503.83,NA,PC(18:1/20:4),PC(18:1/20:4),Glycerophospholipid,Glycerophosphocholine,Phosphatidylcholine,CTL,TRUE,NA
23992,23992,PC(18:1/20:4); [M+H]+ C46H83N1O8P1,0.919117,3,0.754838,808.586,427.808,NA,PC(18:1/20:4),PC(18:1/20:4),Glycerophospholipid,Glycerophosphocholine,Phosphatidylcholine,CTL,TRUE,NA
22105,22105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
13396,13396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
18876,18876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
20162,20162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
28122,28122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,FALSE,no_library_annotation
