condition	LayerGroup	GeneID	Recurrence
CTL	individual	SORBI_3004G141800	3
CTL	individual	SORBI_3004G228400	3
CTL	individual	SORBI_3005G160100	3
CTL	individual	SORBI_3005G202500	3
CTL	individual	SORBI_3005G219900	3
CTL	individual	SORBI_3005G220101	3
CTL	individual	SORBI_3005G220200	3
CTL	individual	SORBI_3005G220300	3
CTL	individual	SORBI_3005G220400	3
CTL	individual	SORBI_3005G220500	3
CTL	individual	SORBI_3005G220560	3
CTL	individual	SORBI_3005G220680	3
CTL	individual	SORBI_3005G220740	3
CTL	individual	SORBI_3005G220800	3
CTL	individual	SORBI_3005G222650	3
CTL	individual	SORBI_3005G222700	3
CTL	individual	SORBI_3005G222800	3
CTL	individual	SORBI_3005G222900	3
CTL	individual	SORBI_3006G037000	3
CTL	individual	SORBI_3006G037050	3
CTL	individual	SORBI_3006G037100	3
CTL	individual	SORBI_3006G037700	3
CTL	individual	SORBI_3006G037800	3
CTL	individual	SORBI_3006G038000	3
CTL	individual	SORBI_3006G038050	3
CTL	individual	SORBI_3006G038700	3
CTL	individual	SORBI_3006G044100	3
CTL	individual	SORBI_3006G044200	3
CTL	individual	SORBI_3006G044301	3
CTL	individual	SORBI_3006G130700	3
CTL	individual	SORBI_3006G140700	3
CTL	individual	SORBI_3006G258000	3
CTL	individual	SORBI_3006G258100	3
CTL	individual	SORBI_3006G258900	3
CTL	individual	SORBI_3007G112700	3
CTL	individual	SORBI_3008G189200	3
CTL	individual	SORBI_3010G125400	3
CTL	individual	SORBI_3010G125500	3
CTL	individual	SORBI_3010G125700	3
CTL	individual	SORBI_3010G125866	3
CTL	individual	SORBI_3010G125900	3
CTL	individual	SORBI_3010G126100	3
CTL	individual	SORBI_3010G126300	3
CTL	individual	SORBI_3010G126400	3
CTL	individual	SORBI_3010G134400	3
CTL	individual	SORBI_3010G134500	3
CTL	individual	SORBI_3010G134801	3
CTL	individual	SORBI_3010G134900	3
CTL	individual	SORBI_3010G140500	3
CTL	individual	SORBI_3010G140750	3
CTL	individual	SORBI_3010G141400	3
CTL	individual	SORBI_3010G147250	3
CTL	individual	SORBI_3010G147300	3
CTL	individual	SORBI_3010G147350	3
CTL	individual	SORBI_3010G147500	3
CTL	individual	SORBI_3010G147833	3
CTL	individual	SORBI_3010G147966	3
CTL	individual	SORBI_3010G191100	3
CTL	individual	SORBI_3001G021900	2
CTL	individual	SORBI_3001G022000	2
CTL	individual	SORBI_3001G022100	2
CTL	individual	SORBI_3001G022200	2
CTL	individual	SORBI_3001G022500	2
CTL	individual	SORBI_3001G022600	2
CTL	individual	SORBI_3001G022900	2
CTL	individual	SORBI_3001G222550	2
CTL	individual	SORBI_3001G318500	2
CTL	individual	SORBI_3001G318600	2
CTL	individual	SORBI_3001G318700	2
CTL	individual	SORBI_3001G319000	2
CTL	individual	SORBI_3001G319300	2
CTL	individual	SORBI_3001G319350	2
CTL	individual	SORBI_3001G319500	2
CTL	individual	SORBI_3001G319650	2
CTL	individual	SORBI_3001G319800	2
CTL	individual	SORBI_3001G320000	2
CTL	individual	SORBI_3001G320200	2
CTL	individual	SORBI_3001G502200	2
CTL	individual	SORBI_3002G042000	2
CTL	individual	SORBI_3002G072700	2
CTL	individual	SORBI_3002G073000	2
CTL	individual	SORBI_3002G073100	2
CTL	individual	SORBI_3002G073200	2
CTL	individual	SORBI_3002G084900	2
CTL	individual	SORBI_3002G085800	2
CTL	individual	SORBI_3003G079725	2
CTL	individual	SORBI_3003G079750	2
CTL	individual	SORBI_3003G079775	2
CTL	individual	SORBI_3003G079800	2
CTL	individual	SORBI_3003G079900	2
CTL	individual	SORBI_3003G080000	2
CTL	individual	SORBI_3003G165800	2
CTL	individual	SORBI_3003G166001	2
CTL	individual	SORBI_3003G166500	2
CTL	individual	SORBI_3003G205200	2
CTL	individual	SORBI_3003G205400	2
CTL	individual	SORBI_3003G205501	2
CTL	individual	SORBI_3003G205700	2
CTL	individual	SORBI_3003G205801	2
CTL	individual	SORBI_3003G205900	2
CTL	individual	SORBI_3003G206000	2
CTL	individual	SORBI_3003G206100	2
CTL	individual	SORBI_3003G206200	2
CTL	individual	SORBI_3003G206300	2
CTL	individual	SORBI_3003G206500	2
CTL	individual	SORBI_3003G206600	2
CTL	individual	SORBI_3003G206700	2
CTL	individual	SORBI_3003G206800	2
CTL	individual	SORBI_3003G206900	2
CTL	individual	SORBI_3003G207000	2
CTL	individual	SORBI_3003G207800	2
CTL	individual	SORBI_3004G137000	2
CTL	individual	SORBI_3004G137300	2
CTL	individual	SORBI_3004G137400	2
CTL	individual	SORBI_3004G137500	2
CTL	individual	SORBI_3004G228300	2
CTL	individual	SORBI_3004G230800	2
CTL	individual	SORBI_3004G230900	2
CTL	individual	SORBI_3005G054600	2
CTL	individual	SORBI_3005G102500	2
CTL	individual	SORBI_3005G143900	2
CTL	individual	SORBI_3005G144201	2
CTL	individual	SORBI_3005G144300	2
CTL	individual	SORBI_3005G144400	2
CTL	individual	SORBI_3005G144450	2
CTL	individual	SORBI_3005G144500	2
CTL	individual	SORBI_3005G144600	2
CTL	individual	SORBI_3005G144800	2
CTL	individual	SORBI_3005G144900	2
CTL	individual	SORBI_3005G145000	2
CTL	individual	SORBI_3005G145100	2
CTL	individual	SORBI_3005G184050	2
CTL	individual	SORBI_3006G034200	2
CTL	individual	SORBI_3006G034225	2
CTL	individual	SORBI_3006G034250	2
CTL	individual	SORBI_3006G035400	2
CTL	individual	SORBI_3006G035500	2
CTL	individual	SORBI_3006G035600	2
CTL	individual	SORBI_3006G035700	2
CTL	individual	SORBI_3006G036500	2
CTL	individual	SORBI_3006G036566	2
CTL	individual	SORBI_3006G036632	2
CTL	individual	SORBI_3006G036700	2
CTL	individual	SORBI_3006G037300	2
CTL	individual	SORBI_3006G037401	2
CTL	individual	SORBI_3006G037500	2
CTL	individual	SORBI_3006G037600	2
CTL	individual	SORBI_3006G037650	2
CTL	individual	SORBI_3006G038350	2
CTL	individual	SORBI_3006G038400	2
CTL	individual	SORBI_3006G038500	2
CTL	individual	SORBI_3006G038600	2
CTL	individual	SORBI_3006G041700	2
CTL	individual	SORBI_3006G047500	2
CTL	individual	SORBI_3006G050100	2
CTL	individual	SORBI_3006G138800	2
CTL	individual	SORBI_3006G138900	2
CTL	individual	SORBI_3006G139200	2
CTL	individual	SORBI_3006G139400	2
CTL	individual	SORBI_3006G139501	2
CTL	individual	SORBI_3006G139600	2
CTL	individual	SORBI_3006G139900	2
CTL	individual	SORBI_3006G140000	2
CTL	individual	SORBI_3006G140801	2
CTL	individual	SORBI_3007G086032	2
CTL	individual	SORBI_3007G086300	2
CTL	individual	SORBI_3007G099400	2
CTL	individual	SORBI_3007G099500	2
CTL	individual	SORBI_3007G100800	2
CTL	individual	SORBI_3007G106800	2
CTL	individual	SORBI_3007G112400	2
CTL	individual	SORBI_3007G140050	2
CTL	individual	SORBI_3008G063300	2
CTL	individual	SORBI_3008G063500	2
CTL	individual	SORBI_3008G063600	2
CTL	individual	SORBI_3008G064000	2
CTL	individual	SORBI_3008G064100	2
CTL	individual	SORBI_3008G064200	2
CTL	individual	SORBI_3008G064250	2
CTL	individual	SORBI_3008G064500	2
CTL	individual	SORBI_3008G092800	2
CTL	individual	SORBI_3008G094150	2
CTL	individual	SORBI_3008G094300	2
CTL	individual	SORBI_3008G103132	2
CTL	individual	SORBI_3008G103200	2
CTL	individual	SORBI_3009G019400	2
CTL	individual	SORBI_3009G019550	2
CTL	individual	SORBI_3009G019700	2
CTL	individual	SORBI_3009G019800	2
CTL	individual	SORBI_3009G020700	2
CTL	individual	SORBI_3009G020800	2
CTL	individual	SORBI_3009G098900	2
CTL	individual	SORBI_3009G099000	2
CTL	individual	SORBI_3009G099050	2
CTL	individual	SORBI_3009G099100	2
CTL	individual	SORBI_3009G140600	2
CTL	individual	SORBI_3009G140700	2
CTL	individual	SORBI_3009G140800	2
CTL	individual	SORBI_3010G064200	2
CTL	individual	SORBI_3010G103000	2
CTL	individual	SORBI_3010G126000	2
CTL	individual	SORBI_3010G126200	2
CTL	individual	SORBI_3010G134300	2
CTL	individual	SORBI_3010G138900	2
CTL	individual	SORBI_3010G139000	2
CTL	individual	SORBI_3010G139600	2
CTL	individual	SORBI_3010G140100	2
CTL	individual	SORBI_3010G140150	2
CTL	individual	SORBI_3010G140600	2
CTL	individual	SORBI_3010G141001	2
CTL	individual	SORBI_3010G141201	2
CTL	individual	SORBI_3010G143300	2
CTL	individual	SORBI_3010G143500	2
CTL	individual	SORBI_3010G143600	2
CTL	individual	SORBI_3010G146100	2
CTL	individual	SORBI_3010G146200	2
CTL	individual	SORBI_3010G146350	2
CTL	individual	SORBI_3010G146400	2
CTL	individual	SORBI_3010G146500	2
CTL	individual	SORBI_3010G149700	2
CTL	individual	SORBI_3010G149800	2
CTL	individual	SORBI_3010G150000	2
CTL	individual	SORBI_3010G150100	2
CTL	individual	SORBI_3010G150200	2
CTL	individual	SORBI_3010G150325	2
CTL	individual	SORBI_3010G150575	2
CTL	individual	SORBI_3010G150600	2
CTL	individual	SORBI_3010G150700	2
CTL	individual	SORBI_3001G020700	1
CTL	individual	SORBI_3001G020800	1
CTL	individual	SORBI_3001G021000	1
CTL	individual	SORBI_3001G021200	1
CTL	individual	SORBI_3001G021400	1
CTL	individual	SORBI_3001G021500	1
CTL	individual	SORBI_3001G021601	1
CTL	individual	SORBI_3001G021700	1
CTL	individual	SORBI_3001G021800	1
CTL	individual	SORBI_3001G022700	1
CTL	individual	SORBI_3001G022800	1
CTL	individual	SORBI_3001G023000	1
CTL	individual	SORBI_3001G023100	1
CTL	individual	SORBI_3001G023200	1
CTL	individual	SORBI_3001G023300	1
CTL	individual	SORBI_3001G023400	1
CTL	individual	SORBI_3001G023500	1
CTL	individual	SORBI_3001G023600	1
CTL	individual	SORBI_3001G023700	1
CTL	individual	SORBI_3001G023800	1
CTL	individual	SORBI_3001G023900	1
CTL	individual	SORBI_3001G024000	1
CTL	individual	SORBI_3001G024100	1
CTL	individual	SORBI_3001G024200	1
CTL	individual	SORBI_3001G024250	1
CTL	individual	SORBI_3001G024400	1
CTL	individual	SORBI_3001G122100	1
CTL	individual	SORBI_3001G122200	1
CTL	individual	SORBI_3001G122600	1
CTL	individual	SORBI_3001G122700	1
CTL	individual	SORBI_3001G195932	1
CTL	individual	SORBI_3001G196600	1
CTL	individual	SORBI_3001G197300	1
CTL	individual	SORBI_3001G222100	1
CTL	individual	SORBI_3001G222150	1
CTL	individual	SORBI_3001G247600	1
CTL	individual	SORBI_3001G247700	1
CTL	individual	SORBI_3001G247800	1
CTL	individual	SORBI_3001G247900	1
CTL	individual	SORBI_3001G248000	1
CTL	individual	SORBI_3001G248100	1
CTL	individual	SORBI_3001G248200	1
CTL	individual	SORBI_3001G248300	1
CTL	individual	SORBI_3001G260701	1
CTL	individual	SORBI_3001G260850	1
CTL	individual	SORBI_3001G261700	1
CTL	individual	SORBI_3001G261750	1
CTL	individual	SORBI_3001G261900	1
CTL	individual	SORBI_3001G262000	1
CTL	individual	SORBI_3001G263900	1
CTL	individual	SORBI_3001G264000	1
CTL	individual	SORBI_3001G264100	1
CTL	individual	SORBI_3001G265900	1
CTL	individual	SORBI_3001G285800	1
CTL	individual	SORBI_3001G286500	1
CTL	individual	SORBI_3001G288900	1
CTL	individual	SORBI_3001G289200	1
CTL	individual	SORBI_3001G289400	1
CTL	individual	SORBI_3001G289600	1
CTL	individual	SORBI_3001G289700	1
CTL	individual	SORBI_3001G289800	1
CTL	individual	SORBI_3001G295500	1
CTL	individual	SORBI_3001G295600	1
CTL	individual	SORBI_3001G295700	1
CTL	individual	SORBI_3001G296000	1
CTL	individual	SORBI_3001G400500	1
CTL	individual	SORBI_3001G418650	1
CTL	individual	SORBI_3001G418800	1
CTL	individual	SORBI_3001G419000	1
CTL	individual	SORBI_3001G419100	1
CTL	individual	SORBI_3001G419200	1
CTL	individual	SORBI_3001G419300	1
CTL	individual	SORBI_3001G419400	1
CTL	individual	SORBI_3001G419600	1
CTL	individual	SORBI_3001G420300	1
CTL	individual	SORBI_3001G420350	1
CTL	individual	SORBI_3001G460300	1
CTL	individual	SORBI_3001G496100	1
CTL	individual	SORBI_3001G496700	1
CTL	individual	SORBI_3001G496800	1
CTL	individual	SORBI_3001G496900	1
CTL	individual	SORBI_3001G497100	1
CTL	individual	SORBI_3001G497200	1
CTL	individual	SORBI_3001G497300	1
CTL	individual	SORBI_3001G499500	1
CTL	individual	SORBI_3001G501000	1
CTL	individual	SORBI_3002G091200	1
CTL	individual	SORBI_3002G091300	1
CTL	individual	SORBI_3002G091400	1
CTL	individual	SORBI_3002G091500	1
CTL	individual	SORBI_3002G091600	1
CTL	individual	SORBI_3002G091700	1
CTL	individual	SORBI_3002G091900	1
CTL	individual	SORBI_3002G092050	1
CTL	individual	SORBI_3002G092300	1
CTL	individual	SORBI_3002G104200	1
CTL	individual	SORBI_3002G105300	1
CTL	individual	SORBI_3002G105350	1
CTL	individual	SORBI_3002G105700	1
CTL	individual	SORBI_3002G107600	1
CTL	individual	SORBI_3002G148000	1
CTL	individual	SORBI_3002G148750	1
CTL	individual	SORBI_3002G154400	1
CTL	individual	SORBI_3002G198700	1
CTL	individual	SORBI_3002G199100	1
CTL	individual	SORBI_3002G199200	1
CTL	individual	SORBI_3002G199300	1
CTL	individual	SORBI_3002G199400	1
CTL	individual	SORBI_3002G199650	1
CTL	individual	SORBI_3002G202700	1
CTL	individual	SORBI_3002G203000	1
CTL	individual	SORBI_3002G203200	1
CTL	individual	SORBI_3002G205300	1
CTL	individual	SORBI_3002G205500	1
CTL	individual	SORBI_3002G244600	1
CTL	individual	SORBI_3002G244901	1
CTL	individual	SORBI_3002G245000	1
CTL	individual	SORBI_3002G245100	1
CTL	individual	SORBI_3002G245200	1
CTL	individual	SORBI_3002G245300	1
CTL	individual	SORBI_3002G245400	1
CTL	individual	SORBI_3002G322400	1
CTL	individual	SORBI_3002G322800	1
CTL	individual	SORBI_3003G068950	1
CTL	individual	SORBI_3003G069950	1
CTL	individual	SORBI_3003G077300	1
CTL	individual	SORBI_3003G077400	1
CTL	individual	SORBI_3003G077500	1
CTL	individual	SORBI_3003G077600	1
CTL	individual	SORBI_3003G077700	1
CTL	individual	SORBI_3003G077800	1
CTL	individual	SORBI_3003G077900	1
CTL	individual	SORBI_3003G078000	1
CTL	individual	SORBI_3003G078501	1
CTL	individual	SORBI_3003G078600	1
CTL	individual	SORBI_3003G078700	1
CTL	individual	SORBI_3003G079300	1
CTL	individual	SORBI_3003G118400	1
CTL	individual	SORBI_3003G175950	1
CTL	individual	SORBI_3003G185300	1
CTL	individual	SORBI_3003G185500	1
CTL	individual	SORBI_3003G185600	1
CTL	individual	SORBI_3003G185800	1
CTL	individual	SORBI_3003G185900	1
CTL	individual	SORBI_3003G186000	1
CTL	individual	SORBI_3003G186200	1
CTL	individual	SORBI_3003G203866	1
CTL	individual	SORBI_3003G203900	1
CTL	individual	SORBI_3003G204100	1
CTL	individual	SORBI_3003G207900	1
CTL	individual	SORBI_3003G252200	1
CTL	individual	SORBI_3003G262200	1
CTL	individual	SORBI_3003G265900	1
CTL	individual	SORBI_3003G266100	1
CTL	individual	SORBI_3003G266300	1
CTL	individual	SORBI_3003G366850	1
CTL	individual	SORBI_3003G367300	1
CTL	individual	SORBI_3003G367350	1
CTL	individual	SORBI_3003G367401	1
CTL	individual	SORBI_3003G367451	1
CTL	individual	SORBI_3003G367900	1
CTL	individual	SORBI_3003G368100	1
CTL	individual	SORBI_3003G368150	1
CTL	individual	SORBI_3003G368200	1
CTL	individual	SORBI_3003G368300	1
CTL	individual	SORBI_3003G369066	1
CTL	individual	SORBI_3003G369200	1
CTL	individual	SORBI_3003G370100	1
CTL	individual	SORBI_3003G421700	1
CTL	individual	SORBI_3003G422300	1
CTL	individual	SORBI_3003G422500	1
CTL	individual	SORBI_3003G422800	1
CTL	individual	SORBI_3003G422900	1
CTL	individual	SORBI_3003G426300	1
CTL	individual	SORBI_3003G426500	1
CTL	individual	SORBI_3003G426600	1
CTL	individual	SORBI_3003G427100	1
CTL	individual	SORBI_3003G427200	1
CTL	individual	SORBI_3003G427300	1
CTL	individual	SORBI_3003G427550	1
CTL	individual	SORBI_3003G427600	1
CTL	individual	SORBI_3004G103600	1
CTL	individual	SORBI_3004G103700	1
CTL	individual	SORBI_3004G103800	1
CTL	individual	SORBI_3004G103901	1
CTL	individual	SORBI_3004G104000	1
CTL	individual	SORBI_3004G104100	1
CTL	individual	SORBI_3004G104200	1
CTL	individual	SORBI_3004G104250	1
CTL	individual	SORBI_3004G104300	1
CTL	individual	SORBI_3004G104400	1
CTL	individual	SORBI_3004G104500	1
CTL	individual	SORBI_3004G104600	1
CTL	individual	SORBI_3004G115800	1
CTL	individual	SORBI_3004G115950	1
CTL	individual	SORBI_3004G132800	1
CTL	individual	SORBI_3004G132900	1
CTL	individual	SORBI_3004G133000	1
CTL	individual	SORBI_3004G133100	1
CTL	individual	SORBI_3004G133201	1
CTL	individual	SORBI_3004G139400	1
CTL	individual	SORBI_3004G139700	1
CTL	individual	SORBI_3004G139800	1
CTL	individual	SORBI_3004G139900	1
CTL	individual	SORBI_3004G140000	1
CTL	individual	SORBI_3004G140300	1
CTL	individual	SORBI_3004G140400	1
CTL	individual	SORBI_3004G140501	1
CTL	individual	SORBI_3004G140600	1
CTL	individual	SORBI_3004G174900	1
CTL	individual	SORBI_3004G175300	1
CTL	individual	SORBI_3004G175400	1
CTL	individual	SORBI_3004G175500	1
CTL	individual	SORBI_3004G175600	1
CTL	individual	SORBI_3004G175700	1
CTL	individual	SORBI_3004G175800	1
CTL	individual	SORBI_3004G176000	1
CTL	individual	SORBI_3004G176200	1
CTL	individual	SORBI_3004G197700	1
CTL	individual	SORBI_3004G202500	1
CTL	individual	SORBI_3004G202600	1
CTL	individual	SORBI_3004G203500	1
CTL	individual	SORBI_3004G203600	1
CTL	individual	SORBI_3004G205000	1
CTL	individual	SORBI_3004G205100	1
CTL	individual	SORBI_3004G205200	1
CTL	individual	SORBI_3004G205600	1
CTL	individual	SORBI_3004G206050	1
CTL	individual	SORBI_3004G206200	1
CTL	individual	SORBI_3004G206300	1
CTL	individual	SORBI_3004G206401	1
CTL	individual	SORBI_3004G206500	1
CTL	individual	SORBI_3004G206600	1
CTL	individual	SORBI_3004G206700	1
CTL	individual	SORBI_3004G206800	1
CTL	individual	SORBI_3004G207000	1
CTL	individual	SORBI_3004G207100	1
CTL	individual	SORBI_3004G207200	1
CTL	individual	SORBI_3004G207500	1
CTL	individual	SORBI_3004G208000	1
CTL	individual	SORBI_3004G208700	1
CTL	individual	SORBI_3004G259101	1
CTL	individual	SORBI_3005G007700	1
CTL	individual	SORBI_3005G011000	1
CTL	individual	SORBI_3005G011200	1
CTL	individual	SORBI_3005G011300	1
CTL	individual	SORBI_3005G011500	1
CTL	individual	SORBI_3005G012200	1
CTL	individual	SORBI_3005G012400	1
CTL	individual	SORBI_3005G012800	1
CTL	individual	SORBI_3005G013000	1
CTL	individual	SORBI_3005G013050	1
CTL	individual	SORBI_3005G013200	1
CTL	individual	SORBI_3005G013300	1
CTL	individual	SORBI_3005G013500	1
CTL	individual	SORBI_3005G013600	1
CTL	individual	SORBI_3005G013700	1
CTL	individual	SORBI_3005G013901	1
CTL	individual	SORBI_3005G014100	1
CTL	individual	SORBI_3005G017000	1
CTL	individual	SORBI_3005G054000	1
CTL	individual	SORBI_3005G054300	1
CTL	individual	SORBI_3005G054700	1
CTL	individual	SORBI_3005G061500	1
CTL	individual	SORBI_3005G082950	1
CTL	individual	SORBI_3005G089800	1
CTL	individual	SORBI_3005G089900	1
CTL	individual	SORBI_3005G090200	1
CTL	individual	SORBI_3005G090401	1
CTL	individual	SORBI_3005G090500	1
CTL	individual	SORBI_3005G110040	1
CTL	individual	SORBI_3005G110487	1
CTL	individual	SORBI_3005G123900	1
CTL	individual	SORBI_3005G124100	1
CTL	individual	SORBI_3005G124200	1
CTL	individual	SORBI_3005G124400	1
CTL	individual	SORBI_3005G124500	1
CTL	individual	SORBI_3005G124850	1
CTL	individual	SORBI_3005G125000	1
CTL	individual	SORBI_3005G125100	1
CTL	individual	SORBI_3005G125200	1
CTL	individual	SORBI_3005G125300	1
CTL	individual	SORBI_3005G125400	1
CTL	individual	SORBI_3005G182701	1
CTL	individual	SORBI_3005G182900	1
CTL	individual	SORBI_3005G183100	1
CTL	individual	SORBI_3005G183200	1
CTL	individual	SORBI_3005G183300	1
CTL	individual	SORBI_3005G183600	1
CTL	individual	SORBI_3005G183700	1
CTL	individual	SORBI_3005G183900	1
CTL	individual	SORBI_3005G186700	1
CTL	individual	SORBI_3005G186800	1
CTL	individual	SORBI_3005G187000	1
CTL	individual	SORBI_3005G223600	1
CTL	individual	SORBI_3005G223925	1
CTL	individual	SORBI_3005G224300	1
CTL	individual	SORBI_3005G225200	1
CTL	individual	SORBI_3005G227000	1
CTL	individual	SORBI_3005G227050	1
CTL	individual	SORBI_3005G227600	1
CTL	individual	SORBI_3005G227800	1
CTL	individual	SORBI_3006G000100	1
CTL	individual	SORBI_3006G000200	1
CTL	individual	SORBI_3006G000400	1
CTL	individual	SORBI_3006G000600	1
CTL	individual	SORBI_3006G000700	1
CTL	individual	SORBI_3006G001000	1
CTL	individual	SORBI_3006G001100	1
CTL	individual	SORBI_3006G001200	1
CTL	individual	SORBI_3006G034275	1
CTL	individual	SORBI_3006G037900	1
CTL	individual	SORBI_3006G039500	1
CTL	individual	SORBI_3006G044000	1
CTL	individual	SORBI_3006G048100	1
CTL	individual	SORBI_3006G048201	1
CTL	individual	SORBI_3006G048300	1
CTL	individual	SORBI_3006G048400	1
CTL	individual	SORBI_3006G048500	1
CTL	individual	SORBI_3006G048600	1
CTL	individual	SORBI_3006G048700	1
CTL	individual	SORBI_3006G061000	1
CTL	individual	SORBI_3006G139100	1
CTL	individual	SORBI_3006G140400	1
CTL	individual	SORBI_3006G140500	1
CTL	individual	SORBI_3006G166300	1
CTL	individual	SORBI_3006G166900	1
CTL	individual	SORBI_3006G187700	1
CTL	individual	SORBI_3006G187800	1
CTL	individual	SORBI_3006G244100	1
CTL	individual	SORBI_3006G244200	1
CTL	individual	SORBI_3006G278800	1
CTL	individual	SORBI_3006G278900	1
CTL	individual	SORBI_3007G008500	1
CTL	individual	SORBI_3007G018601	1
CTL	individual	SORBI_3007G018700	1
CTL	individual	SORBI_3007G019501	1
CTL	individual	SORBI_3007G085800	1
CTL	individual	SORBI_3007G103732	1
CTL	individual	SORBI_3007G109301	1
CTL	individual	SORBI_3007G109400	1
CTL	individual	SORBI_3007G109700	1
CTL	individual	SORBI_3007G109800	1
CTL	individual	SORBI_3007G112301	1
CTL	individual	SORBI_3007G114200	1
CTL	individual	SORBI_3007G121950	1
CTL	individual	SORBI_3007G122000	1
CTL	individual	SORBI_3008G004500	1
CTL	individual	SORBI_3008G004600	1
CTL	individual	SORBI_3008G004700	1
CTL	individual	SORBI_3008G004800	1
CTL	individual	SORBI_3008G004900	1
CTL	individual	SORBI_3008G005100	1
CTL	individual	SORBI_3008G005200	1
CTL	individual	SORBI_3008G005300	1
CTL	individual	SORBI_3008G005400	1
CTL	individual	SORBI_3008G005600	1
CTL	individual	SORBI_3008G005700	1
CTL	individual	SORBI_3008G005800	1
CTL	individual	SORBI_3008G012200	1
CTL	individual	SORBI_3008G016900	1
CTL	individual	SORBI_3008G017100	1
CTL	individual	SORBI_3008G048200	1
CTL	individual	SORBI_3008G048300	1
CTL	individual	SORBI_3008G048933	1
CTL	individual	SORBI_3008G088887	1
CTL	individual	SORBI_3008G093000	1
CTL	individual	SORBI_3008G098300	1
CTL	individual	SORBI_3008G103066	1
CTL	individual	SORBI_3008G103500	1
CTL	individual	SORBI_3008G103800	1
CTL	individual	SORBI_3008G103900	1
CTL	individual	SORBI_3008G104100	1
CTL	individual	SORBI_3008G104601	1
CTL	individual	SORBI_3008G105000	1
CTL	individual	SORBI_3009G015166	1
CTL	individual	SORBI_3009G049800	1
CTL	individual	SORBI_3009G049900	1
CTL	individual	SORBI_3009G050300	1
CTL	individual	SORBI_3009G050400	1
CTL	individual	SORBI_3009G050500	1
CTL	individual	SORBI_3009G050700	1
CTL	individual	SORBI_3009G051900	1
CTL	individual	SORBI_3009G052000	1
CTL	individual	SORBI_3009G069600	1
CTL	individual	SORBI_3009G069800	1
CTL	individual	SORBI_3009G069901	1
CTL	individual	SORBI_3009G088200	1
CTL	individual	SORBI_3009G089101	1
CTL	individual	SORBI_3009G089200	1
CTL	individual	SORBI_3009G089366	1
CTL	individual	SORBI_3009G089532	1
CTL	individual	SORBI_3009G108600	1
CTL	individual	SORBI_3009G109000	1
CTL	individual	SORBI_3009G219800	1
CTL	individual	SORBI_3009G220500	1
CTL	individual	SORBI_3009G220700	1
CTL	individual	SORBI_3009G220800	1
CTL	individual	SORBI_3009G221000	1
CTL	individual	SORBI_3009G222000	1
CTL	individual	SORBI_3009G222100	1
CTL	individual	SORBI_3009G222200	1
CTL	individual	SORBI_3009G222400	1
CTL	individual	SORBI_3009G222500	1
CTL	individual	SORBI_3009G222600	1
CTL	individual	SORBI_3009G222700	1
CTL	individual	SORBI_3009G222800	1
CTL	individual	SORBI_3009G223100	1
CTL	individual	SORBI_3009G223200	1
CTL	individual	SORBI_3009G223400	1
CTL	individual	SORBI_3009G234400	1
CTL	individual	SORBI_3009G234800	1
CTL	individual	SORBI_3009G235000	1
CTL	individual	SORBI_3009G235900	1
CTL	individual	SORBI_3009G237100	1
CTL	individual	SORBI_3009G237200	1
CTL	individual	SORBI_3009G237300	1
CTL	individual	SORBI_3009G237400	1
CTL	individual	SORBI_3010G061700	1
CTL	individual	SORBI_3010G061800	1
CTL	individual	SORBI_3010G061900	1
CTL	individual	SORBI_3010G062000	1
CTL	individual	SORBI_3010G103600	1
CTL	individual	SORBI_3010G103700	1
CTL	individual	SORBI_3010G103800	1
CTL	individual	SORBI_3010G103900	1
CTL	individual	SORBI_3010G104000	1
CTL	individual	SORBI_3010G104100	1
CTL	individual	SORBI_3010G104200	1
CTL	individual	SORBI_3010G104300	1
CTL	individual	SORBI_3010G104400	1
CTL	individual	SORBI_3010G124800	1
CTL	individual	SORBI_3010G124850	1
CTL	individual	SORBI_3010G124900	1
CTL	individual	SORBI_3010G125000	1
CTL	individual	SORBI_3010G125100	1
CTL	individual	SORBI_3010G125200	1
CTL	individual	SORBI_3010G125300	1
CTL	individual	SORBI_3010G126900	1
CTL	individual	SORBI_3010G127300	1
CTL	individual	SORBI_3010G127550	1
CTL	individual	SORBI_3010G127600	1
CTL	individual	SORBI_3010G131900	1
CTL	individual	SORBI_3010G131950	1
CTL	individual	SORBI_3010G132000	1
CTL	individual	SORBI_3010G132100	1
CTL	individual	SORBI_3010G132300	1
CTL	individual	SORBI_3010G132400	1
CTL	individual	SORBI_3010G132500	1
CTL	individual	SORBI_3010G132550	1
CTL	individual	SORBI_3010G132600	1
CTL	individual	SORBI_3010G132800	1
CTL	individual	SORBI_3010G132900	1
CTL	individual	SORBI_3010G133000	1
CTL	individual	SORBI_3010G135100	1
CTL	individual	SORBI_3010G139100	1
CTL	individual	SORBI_3010G139200	1
CTL	individual	SORBI_3010G139301	1
CTL	individual	SORBI_3010G141433	1
CTL	individual	SORBI_3010G141500	1
CTL	individual	SORBI_3010G141600	1
CTL	individual	SORBI_3010G141700	1
CTL	individual	SORBI_3010G141800	1
CTL	individual	SORBI_3010G141966	1
CTL	individual	SORBI_3010G142132	1
CTL	individual	SORBI_3010G142700	1
CTL	individual	SORBI_3010G142900	1
CTL	individual	SORBI_3010G143100	1
CTL	individual	SORBI_3010G150701	1
CTL	individual	SORBI_3010G150900	1
