condition	LayerGroup	GeneID	Recurrence
LIN	individual	SORBI_3002G096700	1
LIN	individual	SORBI_3002G096800	1
LIN	individual	SORBI_3002G097000	1
LIN	individual	SORBI_3002G097100	1
LIN	individual	SORBI_3002G100832	1
LIN	individual	SORBI_3002G107900	1
LIN	individual	SORBI_3002G108200	1
LIN	individual	SORBI_3002G108300	1
LIN	individual	SORBI_3002G108400	1
LIN	individual	SORBI_3002G108500	1
LIN	individual	SORBI_3002G110700	1
LIN	individual	SORBI_3002G111000	1
LIN	individual	SORBI_3002G111100	1
LIN	individual	SORBI_3002G111200	1
LIN	individual	SORBI_3002G111300	1
LIN	individual	SORBI_3002G111400	1
LIN	individual	SORBI_3002G111500	1
LIN	individual	SORBI_3002G111600	1
LIN	individual	SORBI_3002G111700	1
LIN	individual	SORBI_3002G111800	1
LIN	individual	SORBI_3002G111900	1
LIN	individual	SORBI_3002G113100	1
LIN	individual	SORBI_3002G113600	1
LIN	individual	SORBI_3002G114600	1
LIN	individual	SORBI_3002G117800	1
LIN	individual	SORBI_3002G117850	1
LIN	individual	SORBI_3002G119000	1
LIN	individual	SORBI_3002G119100	1
LIN	individual	SORBI_3002G119200	1
LIN	individual	SORBI_3002G119400	1
LIN	individual	SORBI_3002G119800	1
LIN	individual	SORBI_3002G120601	1
LIN	individual	SORBI_3002G120700	1
LIN	individual	SORBI_3002G120850	1
LIN	individual	SORBI_3002G120900	1
LIN	individual	SORBI_3002G121000	1
LIN	individual	SORBI_3002G121100	1
LIN	individual	SORBI_3002G121300	1
LIN	individual	SORBI_3002G121450	1
LIN	individual	SORBI_3002G121600	1
LIN	individual	SORBI_3002G121701	1
LIN	individual	SORBI_3002G128400	1
LIN	individual	SORBI_3002G128700	1
LIN	individual	SORBI_3002G136200	1
LIN	individual	SORBI_3002G141900	1
LIN	individual	SORBI_3002G144966	1
LIN	individual	SORBI_3002G147600	1
LIN	individual	SORBI_3002G149101	1
LIN	individual	SORBI_3002G149200	1
LIN	individual	SORBI_3002G150866	1
LIN	individual	SORBI_3002G155000	1
LIN	individual	SORBI_3002G155400	1
LIN	individual	SORBI_3002G155800	1
LIN	individual	SORBI_3002G156000	1
LIN	individual	SORBI_3002G156100	1
LIN	individual	SORBI_3002G156200	1
LIN	individual	SORBI_3002G156400	1
LIN	individual	SORBI_3002G156500	1
LIN	individual	SORBI_3002G156601	1
LIN	individual	SORBI_3002G158300	1
LIN	individual	SORBI_3002G158401	1
LIN	individual	SORBI_3002G158500	1
LIN	individual	SORBI_3002G158700	1
LIN	individual	SORBI_3002G158800	1
LIN	individual	SORBI_3002G158900	1
LIN	individual	SORBI_3002G159000	1
LIN	individual	SORBI_3002G159100	1
LIN	individual	SORBI_3002G159200	1
LIN	individual	SORBI_3002G159900	1
LIN	individual	SORBI_3002G166150	1
LIN	individual	SORBI_3002G166300	1
LIN	individual	SORBI_3002G170666	1
LIN	individual	SORBI_3002G170820	1
LIN	individual	SORBI_3002G173700	1
LIN	individual	SORBI_3002G173800	1
LIN	individual	SORBI_3002G174000	1
LIN	individual	SORBI_3002G174200	1
LIN	individual	SORBI_3002G174400	1
LIN	individual	SORBI_3002G174700	1
LIN	individual	SORBI_3002G174801	1
LIN	individual	SORBI_3002G175500	1
LIN	individual	SORBI_3002G178700	1
LIN	individual	SORBI_3002G178900	1
LIN	individual	SORBI_3002G179100	1
LIN	individual	SORBI_3002G179200	1
LIN	individual	SORBI_3002G179400	1
LIN	individual	SORBI_3002G179500	1
LIN	individual	SORBI_3002G179700	1
LIN	individual	SORBI_3002G180800	1
LIN	individual	SORBI_3002G181450	1
LIN	individual	SORBI_3002G182150	1
LIN	individual	SORBI_3002G184900	1
LIN	individual	SORBI_3002G185400	1
LIN	individual	SORBI_3002G185500	1
LIN	individual	SORBI_3002G185800	1
LIN	individual	SORBI_3002G185900	1
LIN	individual	SORBI_3002G186000	1
LIN	individual	SORBI_3002G186300	1
LIN	individual	SORBI_3002G186400	1
LIN	individual	SORBI_3002G186600	1
LIN	individual	SORBI_3002G186700	1
LIN	individual	SORBI_3002G186800	1
LIN	individual	SORBI_3002G187100	1
LIN	individual	SORBI_3002G187200	1
LIN	individual	SORBI_3002G187300	1
LIN	individual	SORBI_3002G187350	1
LIN	individual	SORBI_3002G187400	1
LIN	individual	SORBI_3002G187500	1
LIN	individual	SORBI_3002G187600	1
LIN	individual	SORBI_3002G188200	1
LIN	individual	SORBI_3002G189100	1
LIN	individual	SORBI_3002G190100	1
LIN	individual	SORBI_3002G190700	1
LIN	individual	SORBI_3002G198500	1
LIN	individual	SORBI_3002G200700	1
LIN	individual	SORBI_3002G208900	1
LIN	individual	SORBI_3002G209000	1
LIN	individual	SORBI_3002G210150	1
LIN	individual	SORBI_3002G210200	1
LIN	individual	SORBI_3002G210300	1
LIN	individual	SORBI_3002G210401	1
LIN	individual	SORBI_3002G210700	1
LIN	individual	SORBI_3002G210800	1
LIN	individual	SORBI_3002G210901	1
LIN	individual	SORBI_3002G211200	1
LIN	individual	SORBI_3002G211300	1
LIN	individual	SORBI_3002G211400	1
LIN	individual	SORBI_3002G211501	1
LIN	individual	SORBI_3002G211700	1
LIN	individual	SORBI_3002G218600	1
LIN	individual	SORBI_3002G218700	1
LIN	individual	SORBI_3002G218800	1
LIN	individual	SORBI_3002G219000	1
LIN	individual	SORBI_3002G219100	1
LIN	individual	SORBI_3002G219200	1
LIN	individual	SORBI_3002G220100	1
LIN	individual	SORBI_3002G220200	1
LIN	individual	SORBI_3002G220900	1
LIN	individual	SORBI_3002G222900	1
LIN	individual	SORBI_3002G223000	1
LIN	individual	SORBI_3002G223300	1
LIN	individual	SORBI_3002G223401	1
LIN	individual	SORBI_3002G223550	1
LIN	individual	SORBI_3002G223650	1
LIN	individual	SORBI_3002G226100	1
LIN	individual	SORBI_3002G226200	1
LIN	individual	SORBI_3002G226900	1
LIN	individual	SORBI_3002G227000	1
LIN	individual	SORBI_3002G227100	1
LIN	individual	SORBI_3002G227200	1
LIN	individual	SORBI_3002G227300	1
LIN	individual	SORBI_3002G227400	1
LIN	individual	SORBI_3002G227500	1
LIN	individual	SORBI_3002G227800	1
LIN	individual	SORBI_3002G227900	1
LIN	individual	SORBI_3002G229700	1
LIN	individual	SORBI_3002G229800	1
LIN	individual	SORBI_3002G229900	1
LIN	individual	SORBI_3002G230100	1
LIN	individual	SORBI_3002G230900	1
LIN	individual	SORBI_3002G231000	1
LIN	individual	SORBI_3002G232100	1
LIN	individual	SORBI_3002G232900	1
LIN	individual	SORBI_3002G233000	1
LIN	individual	SORBI_3002G233600	1
LIN	individual	SORBI_3002G235800	1
LIN	individual	SORBI_3002G237200	1
LIN	individual	SORBI_3002G251501	1
LIN	individual	SORBI_3002G251800	1
LIN	individual	SORBI_3002G251900	1
LIN	individual	SORBI_3002G254800	1
LIN	individual	SORBI_3002G255800	1
LIN	individual	SORBI_3002G255901	1
LIN	individual	SORBI_3002G256200	1
LIN	individual	SORBI_3002G256250	1
LIN	individual	SORBI_3002G256300	1
LIN	individual	SORBI_3002G256400	1
LIN	individual	SORBI_3002G256500	1
LIN	individual	SORBI_3002G256601	1
LIN	individual	SORBI_3002G256700	1
LIN	individual	SORBI_3002G256900	1
LIN	individual	SORBI_3002G257001	1
LIN	individual	SORBI_3002G257100	1
LIN	individual	SORBI_3002G257200	1
LIN	individual	SORBI_3002G257400	1
LIN	individual	SORBI_3002G257500	1
LIN	individual	SORBI_3002G257750	1
LIN	individual	SORBI_3002G259800	1
LIN	individual	SORBI_3002G262600	1
LIN	individual	SORBI_3002G262700	1
LIN	individual	SORBI_3002G262800	1
LIN	individual	SORBI_3002G262850	1
LIN	individual	SORBI_3002G262900	1
LIN	individual	SORBI_3002G263000	1
LIN	individual	SORBI_3002G263100	1
LIN	individual	SORBI_3002G263200	1
LIN	individual	SORBI_3002G263300	1
LIN	individual	SORBI_3002G263400	1
LIN	individual	SORBI_3002G263600	1
LIN	individual	SORBI_3002G263700	1
LIN	individual	SORBI_3002G263800	1
LIN	individual	SORBI_3002G263900	1
LIN	individual	SORBI_3002G264200	1
LIN	individual	SORBI_3002G264300	1
LIN	individual	SORBI_3002G264400	1
LIN	individual	SORBI_3002G264500	1
LIN	individual	SORBI_3002G264600	1
LIN	individual	SORBI_3002G265001	1
LIN	individual	SORBI_3002G265100	1
LIN	individual	SORBI_3002G265200	1
LIN	individual	SORBI_3002G265400	1
LIN	individual	SORBI_3002G265500	1
LIN	individual	SORBI_3002G271100	1
LIN	individual	SORBI_3002G271200	1
LIN	individual	SORBI_3002G271300	1
LIN	individual	SORBI_3002G271500	1
LIN	individual	SORBI_3002G274600	1
LIN	individual	SORBI_3002G274700	1
LIN	individual	SORBI_3002G278500	1
LIN	individual	SORBI_3002G278600	1
LIN	individual	SORBI_3002G278800	1
LIN	individual	SORBI_3002G279000	1
LIN	individual	SORBI_3002G306100	1
LIN	individual	SORBI_3002G306201	1
LIN	individual	SORBI_3002G306300	1
LIN	individual	SORBI_3002G306400	1
LIN	individual	SORBI_3002G306500	1
LIN	individual	SORBI_3002G306600	1
LIN	individual	SORBI_3002G306700	1
LIN	individual	SORBI_3002G306800	1
LIN	individual	SORBI_3002G307300	1
LIN	individual	SORBI_3002G307400	1
LIN	individual	SORBI_3002G307500	1
LIN	individual	SORBI_3002G307600	1
LIN	individual	SORBI_3002G307700	1
LIN	individual	SORBI_3002G311200	1
LIN	individual	SORBI_3002G311300	1
LIN	individual	SORBI_3002G311350	1
LIN	individual	SORBI_3002G311400	1
LIN	individual	SORBI_3002G311900	1
LIN	individual	SORBI_3002G321000	1
LIN	individual	SORBI_3002G321300	1
LIN	individual	SORBI_3002G321400	1
LIN	individual	SORBI_3002G332750	1
LIN	individual	SORBI_3002G336000	1
LIN	individual	SORBI_3002G336500	1
LIN	individual	SORBI_3002G336600	1
LIN	individual	SORBI_3002G338700	1
LIN	individual	SORBI_3002G338800	1
LIN	individual	SORBI_3002G338900	1
LIN	individual	SORBI_3002G371500	1
LIN	individual	SORBI_3002G373700	1
LIN	individual	SORBI_3002G373800	1
LIN	individual	SORBI_3002G373900	1
LIN	individual	SORBI_3002G375200	1
LIN	individual	SORBI_3002G421300	1
LIN	individual	SORBI_3002G421350	1
LIN	individual	SORBI_3002G421600	1
LIN	individual	SORBI_3002G421700	1
LIN	individual	SORBI_3002G421800	1
LIN	individual	SORBI_3002G422100	1
LIN	individual	SORBI_3002G422200	1
LIN	individual	SORBI_3002G422900	1
LIN	individual	SORBI_3002G423000	1
LIN	individual	SORBI_3002G423100	1
LIN	individual	SORBI_3002G423200	1
LIN	individual	SORBI_3002G423300	1
LIN	individual	SORBI_3002G423400	1
LIN	individual	SORBI_3002G423500	1
LIN	individual	SORBI_3002G423600	1
LIN	individual	SORBI_3002G423700	1
LIN	individual	SORBI_3002G424500	1
LIN	individual	SORBI_3003G000800	1
LIN	individual	SORBI_3003G032900	1
LIN	individual	SORBI_3003G033000	1
LIN	individual	SORBI_3003G033100	1
LIN	individual	SORBI_3003G033200	1
LIN	individual	SORBI_3003G033300	1
LIN	individual	SORBI_3003G033400	1
LIN	individual	SORBI_3003G033500	1
LIN	individual	SORBI_3003G036950	1
LIN	individual	SORBI_3003G037100	1
LIN	individual	SORBI_3003G040800	1
LIN	individual	SORBI_3003G040900	1
LIN	individual	SORBI_3003G041000	1
LIN	individual	SORBI_3003G041400	1
LIN	individual	SORBI_3003G041700	1
LIN	individual	SORBI_3003G041801	1
LIN	individual	SORBI_3003G044900	1
LIN	individual	SORBI_3003G045000	1
LIN	individual	SORBI_3003G045200	1
LIN	individual	SORBI_3003G045300	1
LIN	individual	SORBI_3003G045501	1
LIN	individual	SORBI_3003G069400	1
LIN	individual	SORBI_3003G069500	1
LIN	individual	SORBI_3003G069950	1
LIN	individual	SORBI_3003G070025	1
LIN	individual	SORBI_3003G070100	1
LIN	individual	SORBI_3003G077100	1
LIN	individual	SORBI_3003G077500	1
LIN	individual	SORBI_3003G077600	1
LIN	individual	SORBI_3003G077700	1
LIN	individual	SORBI_3003G077900	1
LIN	individual	SORBI_3003G078000	1
LIN	individual	SORBI_3003G081000	1
LIN	individual	SORBI_3003G083200	1
LIN	individual	SORBI_3003G083400	1
LIN	individual	SORBI_3003G086300	1
LIN	individual	SORBI_3003G086400	1
LIN	individual	SORBI_3003G086600	1
LIN	individual	SORBI_3003G087000	1
LIN	individual	SORBI_3003G087100	1
LIN	individual	SORBI_3003G087200	1
LIN	individual	SORBI_3003G087600	1
LIN	individual	SORBI_3003G087800	1
LIN	individual	SORBI_3003G087900	1
LIN	individual	SORBI_3003G088100	1
LIN	individual	SORBI_3003G088200	1
LIN	individual	SORBI_3003G088300	1
LIN	individual	SORBI_3003G088400	1
LIN	individual	SORBI_3003G088600	1
LIN	individual	SORBI_3003G088700	1
LIN	individual	SORBI_3003G088800	1
LIN	individual	SORBI_3003G088900	1
LIN	individual	SORBI_3003G089000	1
LIN	individual	SORBI_3003G089100	1
LIN	individual	SORBI_3003G089200	1
LIN	individual	SORBI_3003G089300	1
LIN	individual	SORBI_3003G096300	1
LIN	individual	SORBI_3003G100200	1
LIN	individual	SORBI_3003G100500	1
LIN	individual	SORBI_3003G103701	1
LIN	individual	SORBI_3003G104000	1
LIN	individual	SORBI_3003G104100	1
LIN	individual	SORBI_3003G104200	1
LIN	individual	SORBI_3003G104800	1
LIN	individual	SORBI_3003G105500	1
LIN	individual	SORBI_3003G105700	1
LIN	individual	SORBI_3003G105800	1
LIN	individual	SORBI_3003G106200	1
LIN	individual	SORBI_3003G106300	1
LIN	individual	SORBI_3003G106400	1
LIN	individual	SORBI_3003G106800	1
LIN	individual	SORBI_3003G106900	1
LIN	individual	SORBI_3003G107300	1
LIN	individual	SORBI_3003G107400	1
LIN	individual	SORBI_3003G107600	1
LIN	individual	SORBI_3003G107800	1
LIN	individual	SORBI_3003G109766	1
LIN	individual	SORBI_3003G110400	1
LIN	individual	SORBI_3003G119900	1
LIN	individual	SORBI_3003G120050	1
LIN	individual	SORBI_3003G120200	1
LIN	individual	SORBI_3003G120300	1
LIN	individual	SORBI_3003G120500	1
LIN	individual	SORBI_3003G120700	1
LIN	individual	SORBI_3003G120800	1
LIN	individual	SORBI_3003G120900	1
LIN	individual	SORBI_3003G121500	1
LIN	individual	SORBI_3003G121600	1
LIN	individual	SORBI_3003G121700	1
LIN	individual	SORBI_3003G121800	1
LIN	individual	SORBI_3003G121900	1
LIN	individual	SORBI_3003G122000	1
LIN	individual	SORBI_3003G122100	1
LIN	individual	SORBI_3003G122300	1
LIN	individual	SORBI_3003G122400	1
LIN	individual	SORBI_3003G122500	1
LIN	individual	SORBI_3003G139300	1
LIN	individual	SORBI_3003G139500	1
LIN	individual	SORBI_3003G139900	1
LIN	individual	SORBI_3003G140100	1
LIN	individual	SORBI_3003G141500	1
LIN	individual	SORBI_3003G141550	1
LIN	individual	SORBI_3003G141600	1
LIN	individual	SORBI_3003G141700	1
LIN	individual	SORBI_3003G142100	1
LIN	individual	SORBI_3003G145400	1
LIN	individual	SORBI_3003G146100	1
LIN	individual	SORBI_3003G155000	1
LIN	individual	SORBI_3003G155100	1
LIN	individual	SORBI_3003G155300	1
LIN	individual	SORBI_3003G155600	1
LIN	individual	SORBI_3003G155700	1
LIN	individual	SORBI_3003G155800	1
LIN	individual	SORBI_3003G156400	1
LIN	individual	SORBI_3003G156500	1
LIN	individual	SORBI_3003G156600	1
LIN	individual	SORBI_3003G156700	1
LIN	individual	SORBI_3003G156733	1
LIN	individual	SORBI_3003G156900	1
LIN	individual	SORBI_3003G157000	1
LIN	individual	SORBI_3003G157100	1
LIN	individual	SORBI_3003G157200	1
LIN	individual	SORBI_3003G157300	1
LIN	individual	SORBI_3003G157400	1
LIN	individual	SORBI_3003G158100	1
LIN	individual	SORBI_3003G158201	1
LIN	individual	SORBI_3003G158500	1
LIN	individual	SORBI_3003G158600	1
LIN	individual	SORBI_3003G158700	1
LIN	individual	SORBI_3003G158900	1
LIN	individual	SORBI_3003G159000	1
LIN	individual	SORBI_3003G159450	1
LIN	individual	SORBI_3003G159600	1
LIN	individual	SORBI_3003G163200	1
LIN	individual	SORBI_3003G163301	1
LIN	individual	SORBI_3003G163900	1
LIN	individual	SORBI_3003G164000	1
LIN	individual	SORBI_3003G166200	1
LIN	individual	SORBI_3003G166450	1
LIN	individual	SORBI_3003G166500	1
LIN	individual	SORBI_3003G166750	1
LIN	individual	SORBI_3003G167101	1
LIN	individual	SORBI_3003G167300	1
LIN	individual	SORBI_3003G170700	1
LIN	individual	SORBI_3003G174301	1
LIN	individual	SORBI_3003G183800	1
LIN	individual	SORBI_3003G185000	1
LIN	individual	SORBI_3003G185100	1
LIN	individual	SORBI_3003G185200	1
LIN	individual	SORBI_3003G185250	1
LIN	individual	SORBI_3003G185300	1
LIN	individual	SORBI_3003G185500	1
LIN	individual	SORBI_3003G185600	1
LIN	individual	SORBI_3003G185800	1
LIN	individual	SORBI_3003G185900	1
LIN	individual	SORBI_3003G186000	1
LIN	individual	SORBI_3003G186200	1
LIN	individual	SORBI_3003G186300	1
LIN	individual	SORBI_3003G186400	1
LIN	individual	SORBI_3003G198500	1
LIN	individual	SORBI_3003G198550	1
LIN	individual	SORBI_3003G198701	1
LIN	individual	SORBI_3003G199900	1
LIN	individual	SORBI_3003G200100	1
LIN	individual	SORBI_3003G203600	1
LIN	individual	SORBI_3003G203700	1
LIN	individual	SORBI_3003G213000	1
LIN	individual	SORBI_3003G216166	1
LIN	individual	SORBI_3003G222400	1
LIN	individual	SORBI_3003G222800	1
LIN	individual	SORBI_3003G224100	1
LIN	individual	SORBI_3003G224300	1
LIN	individual	SORBI_3003G224400	1
LIN	individual	SORBI_3003G225200	1
LIN	individual	SORBI_3003G225300	1
LIN	individual	SORBI_3003G225500	1
LIN	individual	SORBI_3003G231900	1
LIN	individual	SORBI_3003G232001	1
LIN	individual	SORBI_3003G232100	1
LIN	individual	SORBI_3003G232900	1
LIN	individual	SORBI_3003G233000	1
LIN	individual	SORBI_3003G233100	1
LIN	individual	SORBI_3003G234200	1
LIN	individual	SORBI_3003G234500	1
LIN	individual	SORBI_3003G234701	1
LIN	individual	SORBI_3003G236600	1
LIN	individual	SORBI_3003G236701	1
LIN	individual	SORBI_3003G236900	1
LIN	individual	SORBI_3003G237000	1
LIN	individual	SORBI_3003G237100	1
LIN	individual	SORBI_3003G237700	1
LIN	individual	SORBI_3003G244800	1
LIN	individual	SORBI_3003G244850	1
LIN	individual	SORBI_3003G245101	1
LIN	individual	SORBI_3003G245500	1
LIN	individual	SORBI_3003G246100	1
LIN	individual	SORBI_3003G252200	1
LIN	individual	SORBI_3003G255600	1
LIN	individual	SORBI_3003G255800	1
LIN	individual	SORBI_3003G255850	1
LIN	individual	SORBI_3003G266100	1
LIN	individual	SORBI_3003G267700	1
LIN	individual	SORBI_3003G268600	1
LIN	individual	SORBI_3003G268900	1
LIN	individual	SORBI_3003G269000	1
LIN	individual	SORBI_3003G269300	1
LIN	individual	SORBI_3003G269400	1
LIN	individual	SORBI_3003G269700	1
LIN	individual	SORBI_3003G278000	1
LIN	individual	SORBI_3003G278200	1
LIN	individual	SORBI_3003G318650	1
LIN	individual	SORBI_3003G328300	1
LIN	individual	SORBI_3003G328400	1
LIN	individual	SORBI_3003G328600	1
LIN	individual	SORBI_3003G328700	1
LIN	individual	SORBI_3003G341300	1
LIN	individual	SORBI_3003G343600	1
LIN	individual	SORBI_3003G343700	1
LIN	individual	SORBI_3003G343900	1
LIN	individual	SORBI_3003G344050	1
LIN	individual	SORBI_3003G355200	1
LIN	individual	SORBI_3003G356300	1
LIN	individual	SORBI_3003G356400	1
LIN	individual	SORBI_3003G356500	1
LIN	individual	SORBI_3003G356600	1
LIN	individual	SORBI_3003G356850	1
LIN	individual	SORBI_3003G366850	1
LIN	individual	SORBI_3003G367650	1
LIN	individual	SORBI_3003G368000	1
LIN	individual	SORBI_3003G368100	1
LIN	individual	SORBI_3003G368200	1
LIN	individual	SORBI_3003G368400	1
LIN	individual	SORBI_3003G368800	1
LIN	individual	SORBI_3003G369000	1
LIN	individual	SORBI_3003G369033	1
LIN	individual	SORBI_3003G369066	1
LIN	individual	SORBI_3003G369200	1
LIN	individual	SORBI_3003G370100	1
LIN	individual	SORBI_3003G370300	1
LIN	individual	SORBI_3003G370500	1
LIN	individual	SORBI_3003G371400	1
LIN	individual	SORBI_3003G371600	1
LIN	individual	SORBI_3003G372100	1
LIN	individual	SORBI_3003G372200	1
LIN	individual	SORBI_3003G372500	1
LIN	individual	SORBI_3003G372600	1
LIN	individual	SORBI_3003G372900	1
LIN	individual	SORBI_3003G372950	1
LIN	individual	SORBI_3003G373200	1
LIN	individual	SORBI_3003G378400	1
LIN	individual	SORBI_3003G378500	1
LIN	individual	SORBI_3003G385700	1
LIN	individual	SORBI_3003G385800	1
LIN	individual	SORBI_3003G385900	1
LIN	individual	SORBI_3003G386000	1
LIN	individual	SORBI_3003G386100	1
LIN	individual	SORBI_3003G386200	1
LIN	individual	SORBI_3003G386500	1
LIN	individual	SORBI_3003G390100	1
LIN	individual	SORBI_3003G391000	1
LIN	individual	SORBI_3003G391400	1
LIN	individual	SORBI_3003G391500	1
LIN	individual	SORBI_3003G392425	1
LIN	individual	SORBI_3003G392500	1
LIN	individual	SORBI_3003G392600	1
LIN	individual	SORBI_3003G392700	1
LIN	individual	SORBI_3003G392800	1
LIN	individual	SORBI_3003G393700	1
LIN	individual	SORBI_3003G393800	1
LIN	individual	SORBI_3003G393900	1
LIN	individual	SORBI_3003G394000	1
LIN	individual	SORBI_3003G394100	1
LIN	individual	SORBI_3003G394150	1
LIN	individual	SORBI_3003G394200	1
LIN	individual	SORBI_3003G394300	1
LIN	individual	SORBI_3003G394500	1
LIN	individual	SORBI_3003G394600	1
LIN	individual	SORBI_3003G394701	1
LIN	individual	SORBI_3003G394801	1
LIN	individual	SORBI_3003G396300	1
LIN	individual	SORBI_3003G396700	1
LIN	individual	SORBI_3003G407400	1
LIN	individual	SORBI_3003G410800	1
LIN	individual	SORBI_3003G410900	1
LIN	individual	SORBI_3003G411000	1
LIN	individual	SORBI_3003G411300	1
LIN	individual	SORBI_3003G411500	1
LIN	individual	SORBI_3003G411600	1
LIN	individual	SORBI_3003G411700	1
LIN	individual	SORBI_3003G412000	1
LIN	individual	SORBI_3003G412300	1
LIN	individual	SORBI_3003G412500	1
LIN	individual	SORBI_3003G412600	1
LIN	individual	SORBI_3003G412700	1
LIN	individual	SORBI_3003G413100	1
LIN	individual	SORBI_3003G413201	1
LIN	individual	SORBI_3003G413300	1
LIN	individual	SORBI_3003G413400	1
LIN	individual	SORBI_3003G415500	1
LIN	individual	SORBI_3003G415600	1
LIN	individual	SORBI_3003G415700	1
LIN	individual	SORBI_3003G415900	1
LIN	individual	SORBI_3003G416000	1
LIN	individual	SORBI_3003G416200	1
LIN	individual	SORBI_3003G417350	1
LIN	individual	SORBI_3003G417500	1
LIN	individual	SORBI_3003G419300	1
LIN	individual	SORBI_3003G419400	1
LIN	individual	SORBI_3003G419500	1
LIN	individual	SORBI_3003G419600	1
LIN	individual	SORBI_3003G419800	1
LIN	individual	SORBI_3003G420100	1
LIN	individual	SORBI_3003G420201	1
LIN	individual	SORBI_3003G420300	1
LIN	individual	SORBI_3003G420400	1
LIN	individual	SORBI_3003G420500	1
LIN	individual	SORBI_3003G420600	1
LIN	individual	SORBI_3003G420900	1
LIN	individual	SORBI_3004G002350	1
LIN	individual	SORBI_3004G002400	1
LIN	individual	SORBI_3004G003900	1
LIN	individual	SORBI_3004G004300	1
LIN	individual	SORBI_3004G004400	1
LIN	individual	SORBI_3004G004500	1
LIN	individual	SORBI_3004G004600	1
LIN	individual	SORBI_3004G004800	1
LIN	individual	SORBI_3004G005200	1
LIN	individual	SORBI_3004G005300	1
LIN	individual	SORBI_3004G005700	1
LIN	individual	SORBI_3004G006500	1
LIN	individual	SORBI_3004G007550	1
LIN	individual	SORBI_3004G009200	1
LIN	individual	SORBI_3004G009500	1
LIN	individual	SORBI_3004G009900	1
LIN	individual	SORBI_3004G011000	1
LIN	individual	SORBI_3004G017900	1
LIN	individual	SORBI_3004G018500	1
LIN	individual	SORBI_3004G018700	1
LIN	individual	SORBI_3004G020150	1
LIN	individual	SORBI_3004G022900	1
LIN	individual	SORBI_3004G026200	1
LIN	individual	SORBI_3004G026300	1
LIN	individual	SORBI_3004G027600	1
LIN	individual	SORBI_3004G027800	1
LIN	individual	SORBI_3004G027900	1
LIN	individual	SORBI_3004G028000	1
LIN	individual	SORBI_3004G028100	1
LIN	individual	SORBI_3004G028400	1
LIN	individual	SORBI_3004G028500	1
LIN	individual	SORBI_3004G028600	1
LIN	individual	SORBI_3004G028700	1
LIN	individual	SORBI_3004G028800	1
LIN	individual	SORBI_3004G029400	1
LIN	individual	SORBI_3004G029900	1
LIN	individual	SORBI_3004G030900	1
LIN	individual	SORBI_3004G031700	1
LIN	individual	SORBI_3004G032100	1
LIN	individual	SORBI_3004G044200	1
LIN	individual	SORBI_3004G045200	1
LIN	individual	SORBI_3004G050200	1
LIN	individual	SORBI_3004G050300	1
LIN	individual	SORBI_3004G050400	1
LIN	individual	SORBI_3004G050600	1
LIN	individual	SORBI_3004G050700	1
LIN	individual	SORBI_3004G057900	1
LIN	individual	SORBI_3004G058000	1
LIN	individual	SORBI_3004G058800	1
LIN	individual	SORBI_3004G059100	1
LIN	individual	SORBI_3004G059200	1
LIN	individual	SORBI_3004G059300	1
LIN	individual	SORBI_3004G059400	1
LIN	individual	SORBI_3004G059600	1
LIN	individual	SORBI_3004G060900	1
LIN	individual	SORBI_3004G061100	1
LIN	individual	SORBI_3004G061400	1
LIN	individual	SORBI_3004G061701	1
LIN	individual	SORBI_3004G061800	1
LIN	individual	SORBI_3004G061900	1
LIN	individual	SORBI_3004G062000	1
LIN	individual	SORBI_3004G062100	1
LIN	individual	SORBI_3004G062200	1
LIN	individual	SORBI_3004G062300	1
LIN	individual	SORBI_3004G062800	1
LIN	individual	SORBI_3004G062900	1
LIN	individual	SORBI_3004G067000	1
LIN	individual	SORBI_3004G067100	1
LIN	individual	SORBI_3004G067850	1
LIN	individual	SORBI_3004G075700	1
LIN	individual	SORBI_3004G075800	1
LIN	individual	SORBI_3004G076000	1
LIN	individual	SORBI_3004G076300	1
LIN	individual	SORBI_3004G078800	1
LIN	individual	SORBI_3004G080300	1
LIN	individual	SORBI_3004G080350	1
LIN	individual	SORBI_3004G081201	1
LIN	individual	SORBI_3004G081300	1
LIN	individual	SORBI_3004G081400	1
LIN	individual	SORBI_3004G081601	1
LIN	individual	SORBI_3004G084900	1
LIN	individual	SORBI_3004G085000	1
LIN	individual	SORBI_3004G085200	1
LIN	individual	SORBI_3004G085300	1
LIN	individual	SORBI_3004G085500	1
LIN	individual	SORBI_3004G085600	1
LIN	individual	SORBI_3004G085700	1
LIN	individual	SORBI_3004G087500	1
LIN	individual	SORBI_3004G089000	1
LIN	individual	SORBI_3004G090400	1
LIN	individual	SORBI_3004G093400	1
LIN	individual	SORBI_3004G096000	1
LIN	individual	SORBI_3004G097000	1
LIN	individual	SORBI_3004G102500	1
LIN	individual	SORBI_3004G102700	1
LIN	individual	SORBI_3004G102750	1
LIN	individual	SORBI_3004G102800	1
LIN	individual	SORBI_3004G103600	1
LIN	individual	SORBI_3004G103700	1
LIN	individual	SORBI_3004G103800	1
LIN	individual	SORBI_3004G103901	1
LIN	individual	SORBI_3004G104100	1
LIN	individual	SORBI_3004G104200	1
LIN	individual	SORBI_3004G104250	1
LIN	individual	SORBI_3004G104300	1
LIN	individual	SORBI_3004G104400	1
LIN	individual	SORBI_3004G104700	1
LIN	individual	SORBI_3004G104800	1
