"Phenotype","PhenotypeClean","N_SNPs","Min_P","Lambda","N_GenomeWide","N_Suggestive"
"Sum_TG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta9_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,3.472683e-07,0.832950023632306,0,52
"Sum_TG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_TG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta10_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,3.550659e-07,0.959072745289395,0,59
"Sum_GalCer_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta5_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta5_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,3.623738e-07,1.16770241235341,0,30
"MGDG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta10_SAP_bialleles_MAF_0.05_11.assoc.txt","MGDG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta10_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,3.688079e-07,0.892951240877944,0,18
"DG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta3_SAP_bialleles_MAF_0.05_11.assoc.txt","DG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta3_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,3.697105e-07,0.826460290447482,0,5
"Sum_LPC_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta5_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPC_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta5_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,3.802215e-07,1.1602890540194,0,40
"Sum_PA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta4_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,3.802215e-07,1.1602890540194,0,40
"Sum_DG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta4_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,4.230353e-07,1.10371260735023,0,82
"Sum_LPC_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta10_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta10_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,4.239812e-07,1.1224417198177,0,18
"Sum_PE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta9_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,4.304101e-07,0.842206263657253,0,28
"Sum_TG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta2_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,4.424998e-07,0.891132285737277,0,31
"Sum_PS_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta10_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,4.752534e-07,0.851856436616876,0,14
"Sum_LPE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta7_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta7_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,4.818371e-07,0.817146782897265,0,8
"Sum_PS_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta10_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,4.824338e-07,0.745967405614728,0,5
"Sum_LPC_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta1_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,4.856663e-07,1.0902678511502,0,68
"Sum_TG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_TG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta1_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,4.856663e-07,1.0902678511502,0,68
"PG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta4_SAP_bialleles_MAF_0.05_11.assoc.txt","PG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta4_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,4.863279e-07,0.747145167274811,0,5
"Sum_PS_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta9_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,4.964056e-07,1.08960216709198,0,23
"Sum_PE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta1_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.074039e-07,0.789307667756614,0,15
"Sum_PG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta10_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.103292e-07,0.668036148902226,0,17
"Sum_Cer_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_Cer_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta1_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,5.239366e-07,0.751112643314512,0,69
"Sum_PE_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta2_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.391928e-07,0.97664977586667,0,35
"Sum_GalCer_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta6_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta6_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,5.461268e-07,1.16533082016211,0,28
"Sum_PA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta2_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.604541e-07,0.884437533118054,0,40
"Sum_PG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta9_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,5.726062e-07,0.93231434725595,0,6
"Sum_LPE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta10_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta10_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,5.895247e-07,0.777624920605088,0,7
"Sum_PE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta10_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,6.160024e-07,0.760983682002013,0,20
"Sum_TG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2.assoc.txt","Sum_TG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part06_parta9_SAP_bialleles_MAF_0_05_2_assoc_txt",6106358,6.348496e-07,0.861100771648813,0,19
"Sum_LPE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta5_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta5_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,6.542398e-07,1.20526116639239,0,18
"Sum_PA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta3_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,6.93634e-07,0.822994112336294,0,14
"SQDG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta7_SAP_bialleles_MAF_0.05_11.assoc.txt","SQDG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta7_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,6.95854e-07,0.766050490869967,0,1
"Sum_DG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta7_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,7.025238e-07,0.914180711292279,0,25
"Sum_LPC_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta4_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,7.117474e-07,0.794862246327361,0,3
"Sum_PS_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta4_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,7.366964e-07,0.861915454305445,0,5
"Sum_GalCer_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta3_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,7.510469e-07,1.05518622477585,0,16
"Sum_PA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta7_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,7.818567e-07,0.917620239747532,0,8
"Sum_PE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_PE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta10_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,8.43169e-07,0.817827254387416,0,95
"Sum_PS_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta1_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,8.54702e-07,0.697220540448602,0,22
"Sum_GalCer_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_GalCer_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta1_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,8.690924e-07,1.12280694490423,0,28
"Sum_PE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4.assoc.txt","Sum_PE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part08_parta1_SAP_bialleles_MAF_0_05_4_assoc_txt",6106358,8.750273e-07,0.831958400286654,0,10
"Sum_PG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta9_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,9.539914e-07,0.77358951349128,0,11
"Sum_PA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta4_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.006558e-06,0.730183842309477,0,3
"Sum_DG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta9_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.027674e-06,0.809950547857839,0,10
"Sum_PG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta7_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.03646e-06,0.737094338742371,0,13
"Sum_LPC_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta2_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPC_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta2_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.040999e-06,0.849098145351753,0,9
"Sum_LPE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta7_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta7_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.08493e-06,0.802872541338551,0,5
"Sum_PS_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta7_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.128646e-06,0.826561615025596,0,22
"Sum_DG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta5_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.150274e-06,0.825517790353328,0,17
"Sum_Cer_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_Cer_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta1_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,1.159348e-06,0.830750908653314,0,4
"Sum_PA_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta9_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.203303e-06,0.918907593862888,0,66
"Sum_PA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta2_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.219101e-06,0.729710767465614,0,9
"Sum_LPC_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta2_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,1.220971e-06,0.845513241535813,0,3
"Sum_PG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta8_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.229347e-06,1.14045431625789,0,18
"Sum_LPE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta8_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta8_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.243351e-06,0.92279936036474,0,8
"Sum_Cer_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta5_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_Cer_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta5_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.243518e-06,0.934631797299549,0,12
"Sum_Cer_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta7_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_Cer_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta7_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,1.265214e-06,0.856316471270595,0,16
"Sum_PS_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta3_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.265214e-06,0.856316471270595,0,16
"Sum_PS_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta6_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.275629e-06,1.06813034365206,0,17
"Sum_Cer_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta5_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_Cer_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta5_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,1.314701e-06,0.715688404501003,0,2
"Sum_LPC_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta4_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPC_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta4_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.316851e-06,0.770371554682753,0,11
"Sum_PS_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta8_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.341213e-06,0.978979343377773,0,22
"Sum_DG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_DG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta6_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.347752e-06,1.11491834112395,0,38
"Sum_Cer_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta2_SAP_bialleles_MAF_0.05_15.assoc.txt","Sum_Cer_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part05_parta2_SAP_bialleles_MAF_0_05_15_assoc_txt",6106358,1.371993e-06,0.859769439129514,0,45
"Sum_PA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta3_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.381509e-06,0.774537789597884,0,4
"Sum_LPC_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta3_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_LPC_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta3_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.381537e-06,0.776013037230986,0,5
"Sum_TG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3.assoc.txt","Sum_TG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part07_parta4_SAP_bialleles_MAF_0_05_3_assoc_txt",6106358,1.398968e-06,1.1518259600331,0,50
"Sum_LPC_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta2_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,1.402306e-06,0.847654209549567,0,6
"Sum_PS_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PS_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta8_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.404151e-06,0.962014059367107,0,12
"Sum_PE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta3_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.411127e-06,0.721210735212553,0,4
"PS_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta5_SAP_bialleles_MAF_0.05_11.assoc.txt","PS_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part01_parta5_SAP_bialleles_MAF_0_05_11_assoc_txt",6106358,1.484816e-06,0.740800016904226,0,8
"Sum_PE_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9.assoc.txt","Sum_PE_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part09_parta3_SAP_bialleles_MAF_0_05_9_assoc_txt",6106358,1.572925e-06,0.717990094000065,0,4
"Sum_LPC_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta8_SAP_bialleles_MAF_0.05_13.assoc.txt","Sum_LPC_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part03_parta8_SAP_bialleles_MAF_0_05_13_assoc_txt",6106358,1.605324e-06,0.720890229371299,0,2
"Sum_PA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8.assoc.txt","Sum_PA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part10_parta8_SAP_bialleles_MAF_0_05_8_assoc_txt",6106358,1.615054e-06,0.924949983135764,0,16
"Sum_Cer_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta6_SAP_bialleles_MAF_0.05_14.assoc.txt","Sum_Cer_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide_part04_parta6_SAP_bialleles_MAF_0_05_14_assoc_txt",6106358,1.69631e-06,0.733924256825046,0,6
