condition	lipid_class	go_term	go_id	term_bg_count	term_test_count	expected	fold_enrichment	p_value	p_adj_bh	overlap_genes
CTL	PS	regulation of DNA-templated transcription	GO:0006355	887	3	1.4671550094517958	2.0447737155741668	0.1749607299309029	0.31049368973653185	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	SM	regulation of DNA-templated transcription	GO:0006355	887	3	1.4671550094517958	2.0447737155741668	0.1749607299309029	0.31049368973653185	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	Cer	regulation of DNA-templated transcription	GO:0006355	887	3	1.57195179584121	1.908455467869222	0.20271184732130798	0.3528866341315043	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
LIN	FA	positive regulation of transcription by RNA polymerase II	GO:0045944	66	4	2.347117202268431	1.7042182623577975	0.20725088036294695	0.3528866341315043	SORBI_3003G406800;SORBI_3004G009600;SORBI_3006G194400;SORBI_3010G221500
LIN	FA	rRNA processing	GO:0006364	66	4	2.347117202268431	1.7042182623577975	0.20725088036294695	0.3528866341315043	SORBI_3001G033000;SORBI_3001G056200;SORBI_3001G104300;SORBI_3004G061800
LIN	SM	signal transduction	GO:0007165	205	3	1.6227551984877127	1.8487076811066618	0.2208929376775859	0.3711001352983443	SORBI_3003G407300;SORBI_3004G005300;SORBI_3004G007800
LIN	SQDG	regulation of transcription by RNA polymerase II	GO:0006357	227	4	2.4405718336483933	1.6389601587839473	0.22748920040414697	0.3771531480384542	SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G006600;SORBI_3006G194400
LIN	SM	transmembrane transport	GO:0055085	526	6	4.16375236294896	1.4410078883150785	0.2358852577784569	0.3859940581829295	SORBI_3001G012600;SORBI_3006G184400;SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200;SORBI_3010G151000
CTL	PA	regulation of DNA-templated transcription	GO:0006355	887	5	3.3534971644612477	1.4909808342728297	0.23994834239171192	0.38744821255865175	SORBI_3002G221400;SORBI_3005G013500;SORBI_3005G013600;SORBI_3005G014100;SORBI_3010G151325
LIN	FA	defense response to oomycetes	GO:0002229	48	3	1.7069943289224954	1.7574750830564783	0.24292387930264672	0.38744821255865175	SORBI_3001G032300;SORBI_3001G032400;SORBI_3006G190000
LIN	FA	monoatomic ion transmembrane transport	GO:0034220	53	3	1.8848062381852553	1.5916755469190746	0.291449461274056	0.4590329015066382	SORBI_3001G512400;SORBI_3002G208900;SORBI_3002G209000
CTL	DG	regulation of DNA-templated transcription	GO:0006355	887	3	1.9911389413988658	1.5066753693704384	0.32047431789398617	0.47505604770167364	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	GalCer	regulation of DNA-templated transcription	GO:0006355	887	3	1.9911389413988658	1.5066753693704384	0.32047431789398617	0.47505604770167364	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	MG	regulation of DNA-templated transcription	GO:0006355	887	3	1.9911389413988658	1.5066753693704384	0.32047431789398617	0.47505604770167364	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	MGDG	regulation of DNA-templated transcription	GO:0006355	887	3	1.9911389413988658	1.5066753693704384	0.32047431789398617	0.47505604770167364	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	SQDG	regulation of DNA-templated transcription	GO:0006355	887	3	1.9911389413988658	1.5066753693704384	0.32047431789398617	0.47505604770167364	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
LIN	FA	DNA repair	GO:0006281	107	5	3.8051748582230625	1.3140000620983017	0.3321546204775119	0.486645141629843	SORBI_3001G211500;SORBI_3004G007133;SORBI_3004G047500;SORBI_3004G181500;SORBI_3006G195500
LIN	DG	protein ubiquitination	GO:0016567	313	3	2.107868620037807	1.4232386077013621	0.353081366161393	0.5113592199578795	SORBI_3004G005000;SORBI_3006G192400;SORBI_3006G194700
LIN	FA	proteolysis	GO:0006508	272	11	9.67296786389414	1.1371897596247802	0.37459517567965	0.5324590748901714	SORBI_3001G036300;SORBI_3001G171500;SORBI_3003G077400;SORBI_3003G419300;SORBI_3003G419400;SORBI_3003G419500;SORBI_3004G010000;SORBI_3004G341800;SORBI_3006G243200;SORBI_3007G180450;SORBI_3010G034000
LIN	SQDG	signal transduction	GO:0007165	205	3	2.2040406427221173	1.3611364245510587	0.3792941002549221	0.5324590748901714	SORBI_3003G407300;SORBI_3004G005300;SORBI_3004G007800
CTL	PE	regulation of DNA-templated transcription	GO:0006355	887	3	2.2007325141776937	1.3631824770494445	0.3803279106358367	0.5324590748901714	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
LIN	FA	positive regulation of DNA-templated transcription	GO:0045893	90	4	3.2006143667296785	1.2497600590623847	0.3986087118859229	0.5436095037220515	SORBI_3001G101700;SORBI_3003G406600;SORBI_3004G062100;SORBI_3006G190800
