GeneID	GeneName	conditions	layers	best_p	max_r2	max_nphen
SORBI_3010G125000	Steroid nuclear receptor ligand-binding	CTL;LIN	individual	5.991652e-11	0.699225	1
SORBI_3010G125100	Ribosomal protein L46 N-terminal domain-containing protein	CTL;LIN	individual	5.991652e-11	0.729889	1
SORBI_3010G125200	Serine_threonine-protein phosphatase 4 regulatory subunit 2	CTL;LIN	individual	5.991652e-11	0.802343	1
SORBI_3010G125300	NB-ARC domain-containing protein	CTL;LIN	individual	5.991652e-11	0.837779	1
SORBI_3003G252200		CTL;LIN	individual	6.551256e-11	0.895408	1
SORBI_3008G103066		CTL;LIN	individual	7.446227e-11	0.929533	1
SORBI_3010G127300	Protein kinase domain-containing protein	CTL;LIN	individual	9.595744e-11	0.568493	1
SORBI_3010G127550	CCHC-type domain-containing protein	CTL;LIN	individual	9.595744e-11	0.549188	1
SORBI_3010G127600	Peptidase A1 domain-containing protein	CTL;LIN	individual	9.595744e-11	0.573075	1
SORBI_3009G069600	Malic enzyme	CTL;LIN	individual	1.093331e-10	0.777095	1
SORBI_3010G141500	Ubiquitin-like protease family profile domain-containing protein	CTL;LIN	individual	1.479959e-10	1.0	1
SORBI_3010G141600	Formate dehydrogenase, mitochondrial	CTL;LIN	individual	1.479959e-10	0.987329	1
SORBI_3010G142132	Uncharacterized protein	CTL;LIN	individual	1.991446e-10	0.995738	1
SORBI_3010G141700	Protein FAR1-RELATED SEQUENCE	CTL;LIN	individual	2.042273e-10	0.978922	1
SORBI_3010G141800	Ubiquitin-like protease family profile domain-containing protein	CTL;LIN	individual	2.042273e-10	0.974241	1
SORBI_3010G141966	Uncharacterized protein	CTL;LIN	individual	2.042273e-10	0.970088	1
SORBI_3005G223925		CTL;LIN	individual	2.117281e-10	0.784059	1
SORBI_3005G224300		CTL;LIN	individual	2.117281e-10	0.651923	1
SORBI_3001G263900		CTL;LIN	individual	2.500389e-10	0.88119	1
SORBI_3004G103700	Uncharacterized protein	CTL;LIN	individual	2.82693e-10	0.627449	1
SORBI_3010G131900	RING-type E3 ubiquitin transferase	CTL;LIN	individual	3.071507e-10	0.720114	1
SORBI_3001G261700	LOB domain-containing protein	CTL;LIN	individual	3.164879e-10	0.810414	1
SORBI_3001G261750	Uncharacterized protein	CTL;LIN	individual	3.164879e-10	0.607222	1
SORBI_3001G261900	RNA uridylyltransferase	CTL;LIN	individual	3.164879e-10	0.603609	1
SORBI_3001G262000	Uncharacterized protein	CTL;LIN	individual	3.164879e-10	0.594717	1
SORBI_3004G140300		CTL;LIN	individual	4.396448e-10	0.84642	1
SORBI_3004G140400	DNA2_NAM7 helicase-like C-terminal domain-containing protein	CTL;LIN	individual	4.396448e-10	0.85537	1
SORBI_3004G140501	BED-type domain-containing protein	CTL;LIN	individual	4.396448e-10	0.854116	1
SORBI_3004G140600	Exonuclease domain-containing protein	CTL;LIN	individual	4.396448e-10	0.842884	1
SORBI_3004G259101	Rho GDP-dissociation inhibitor 1	CTL;LIN	individual	4.644674e-10	1.0	1
SORBI_3009G237400	Timeless N-terminal domain-containing protein	CTL;LIN	individual	6.965395e-10	0.477734	1
SORBI_3005G225200	DUF1618 domain-containing protein	CTL;LIN	individual	7.378797e-10	0.526413	1
SORBI_3001G285800	Uncharacterized protein	CTL;LIN	individual	7.420687e-10	1.0	1
SORBI_3008G104100	Uncharacterized protein	CTL;LIN	individual	7.929619e-10	1.0	1
SORBI_3004G103800		CTL;LIN	individual	8.011247e-10	0.824419	1
SORBI_3004G103901	Berberine_berberine-like domain-containing protein	CTL;LIN	individual	8.011247e-10	0.67185	1
SORBI_3004G104100		CTL;LIN	individual	8.011247e-10	0.919045	1
SORBI_3004G104200	Berberine_berberine-like domain-containing protein	CTL;LIN	individual	8.011247e-10	0.930368	1
SORBI_3004G104250	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL;LIN	individual	8.011247e-10	0.912376	1
SORBI_3004G104300		CTL;LIN	individual	8.011247e-10	0.597868	1
SORBI_3004G104400	FAD-binding PCMH-type domain-containing protein	CTL;LIN	individual	8.011247e-10	0.943548	1
SORBI_3009G220500		CTL;LIN	individual	1.222343e-09	1.0	1
SORBI_3009G220700	Uncharacterized protein	CTL;LIN	individual	1.222343e-09	0.711909	1
SORBI_3009G220800	Rx N-terminal domain-containing protein	CTL;LIN	individual	1.222343e-09	0.813735	1
SORBI_3009G221000		CTL;LIN	individual	1.222343e-09	1.0	1
SORBI_3001G195932		CTL;LIN	individual	1.330661e-09	0.598151	1
SORBI_3009G109000	Uncharacterized protein	CTL;LIN	individual	1.45047e-09	0.609648	1
SORBI_3005G182701		CTL;LIN	individual	1.485947e-09	0.456238	1
SORBI_3003G185300	Dynein light chain	CTL;LIN	individual	1.531726e-09	0.974439	1
SORBI_3003G185500	Uncharacterized protein	CTL;LIN	individual	1.531726e-09	0.974439	1
SORBI_3003G185600	Aspartate racemase	CTL;LIN	individual	1.531726e-09	0.975566	1
SORBI_3003G185800		CTL;LIN	individual	1.531726e-09	0.974439	1
SORBI_3003G185900		CTL;LIN	individual	1.531726e-09	0.829875	1
SORBI_3003G186000	RAVE complex protein Rav1 C-terminal domain-containing protein	CTL;LIN	individual	1.531726e-09	0.987141	1
SORBI_3003G186200	RWP-RK domain-containing protein	CTL;LIN	individual	1.531726e-09	0.974439	1
SORBI_3005G054700		CTL;LIN	individual	1.986563e-09	0.836455	1
SORBI_3008G105000	BTB domain-containing protein	CTL;LIN	individual	2.843692e-09	0.87628	1
SORBI_3003G077500	Uncharacterized protein	CTL;LIN	individual	3.140747e-09	0.499581	1
SORBI_3003G077600	DNA damage-binding protein 2	CTL;LIN	individual	3.140747e-09	0.499581	1
SORBI_3003G077700	Protein root UVB sensitive 5	CTL;LIN	individual	3.140747e-09	0.51211	1
SORBI_3003G077900		CTL;LIN	individual	3.140747e-09	0.543761	1
SORBI_3003G078000		CTL;LIN	individual	3.140747e-09	0.499581	1
SORBI_3003G266100	Symplekin C-terminal domain-containing protein	CTL;LIN	individual	3.368183e-09	0.589798	1
SORBI_3003G318650	Uncharacterized protein	CTL;LIN	individual;sumratio	3.37063e-12	0.897698	64
SORBI_3002G371500	RRM domain-containing protein	CTL;LIN	individual;sumratio	1.590391e-11	0.46875	56
SORBI_3002G373700	NGR2	CTL;LIN	individual;sumratio	1.590391e-11	0.450337	56
SORBI_3002G373800	Translation elongation factor EF1B beta_delta subunit guanine nucleotide exchange domain-containing protein	CTL;LIN	individual;sumratio	1.590391e-11	0.930287	56
SORBI_3002G373900	Uncharacterized protein	CTL;LIN	individual;sumratio	1.590391e-11	0.935611	56
SORBI_3002G374200	DNA-directed RNA polymerase subunit	CTL;LIN	individual;sumratio	1.590391e-11	0.685502	56
SORBI_3002G375200	DPL2 protein	CTL;LIN	individual;sumratio	1.590391e-11	0.443754	56
SORBI_3009G152800	Major facilitator superfamily (MFS) profile domain-containing protein	CTL;LIN	individual;sumratio	4.936576e-11	0.432596	53
SORBI_3009G153366	Uncharacterized protein	CTL;LIN	individual;sumratio	4.936576e-11	0.774155	53
SORBI_3009G153400	Dof zinc finger protein	CTL;LIN	individual;sumratio	4.936576e-11	0.415411	53
SORBI_3010G136200	SLH domain-containing protein	CTL;LIN	individual;sumratio	4.284987e-23	0.991692	34
SORBI_3010G136300	Uncharacterized protein	CTL;LIN	individual;sumratio	4.284987e-23	0.99156	34
SORBI_3010G136400	Uncharacterized protein	CTL;LIN	individual;sumratio	4.284987e-23	0.935225	34
SORBI_3010G136450	CCHC-type domain-containing protein	CTL;LIN	individual;sumratio	4.284987e-23	0.961488	34
SORBI_3010G136500	Uncharacterized protein	CTL;LIN	individual;sumratio	4.284987e-23	0.979248	34
SORBI_3010G136600	Uncharacterized protein	CTL;LIN	individual;sumratio	4.284987e-23	0.975102	34
SORBI_3010G136601	Uncharacterized protein	CTL;LIN	individual;sumratio	4.284987e-23	0.979248	34
SORBI_3010G144500	Uncharacterized protein	CTL;LIN	individual;sumratio	1.30833e-21	0.85791	34
SORBI_3010G150325	F-box domain-containing protein	CTL;LIN	individual;sumratio	1.414455e-18	1.0	34
SORBI_3010G150575	Small ribosomal subunit protein uS5 C-terminal domain-containing protein	CTL;LIN	individual;sumratio	1.414455e-18	1.0	34
SORBI_3010G150600	Uncharacterized protein	CTL;LIN	individual;sumratio	1.414455e-18	1.0	34
SORBI_3010G150700	PABC domain-containing protein	CTL;LIN	individual;sumratio	1.414455e-18	0.979154	34
SORBI_3010G140600	BolA-like protein	CTL;LIN	individual;sumratio	4.460071e-15	0.979253	34
SORBI_3010G150701	Uncharacterized protein	CTL;LIN	individual;sumratio	1.414634e-13	0.917827	34
SORBI_3010G150800	Cytoplasmic tRNA 2-thiolation protein 1 C-terminal domain-containing protein	CTL;LIN	individual;sumratio	1.414634e-13	0.951564	34
SORBI_3010G150900	Uncharacterized protein	CTL;LIN	individual;sumratio	1.414634e-13	1.0	34
SORBI_3010G151000	CMP-sialic acid transporter 1	CTL;LIN	individual;sumratio	1.414634e-13	1.0	34
SORBI_3010G151200	GRF-type domain-containing protein	CTL;LIN	individual;sumratio	1.414634e-13	0.867193	34
SORBI_3010G151325	Protein FAR1-RELATED SEQUENCE	CTL;LIN	individual;sumratio	1.414634e-13	0.869012	34
SORBI_3002G218600	BRX domain-containing protein	CTL;LIN	individual;sumratio	7.642133e-27	0.542965	22
SORBI_3002G218700	Mitochondrial carrier protein	CTL;LIN	individual;sumratio	7.642133e-27	0.60407	22
SORBI_3002G218800	Glycosyltransferase	CTL;LIN	individual;sumratio	7.642133e-27	0.520264	22
SORBI_3002G219000	Uncharacterized protein	CTL;LIN	individual;sumratio	7.642133e-27	0.475149	22
SORBI_3002G219100	Uncharacterized protein	CTL;LIN	individual;sumratio	7.642133e-27	0.502561	22
SORBI_3002G219200	Uncharacterized protein	CTL;LIN	individual;sumratio	7.642133e-27	0.49593	22
SORBI_3002G220100	Uncharacterized protein	CTL;LIN	individual;sumratio	7.642133e-27	1.0	22
SORBI_3002G220200	formate--tetrahydrofolate ligase	CTL;LIN	individual;sumratio	7.642133e-27	1.0	22
SORBI_3002G221400	C2H2-type domain-containing protein	CTL;LIN	individual;sumratio	7.642133e-27	0.455478	22
SORBI_3002G221900		CTL;LIN	individual;sumratio	1.913455e-11	0.404761	22
SORBI_3005G110517	CASP-like protein	CTL;LIN	individual;sumratio	3.260375e-11	0.974915	12
SORBI_3005G110520	Uncharacterized protein	CTL;LIN	individual;sumratio	3.260375e-11	0.974932	12
SORBI_3005G110523	Uncharacterized protein	CTL;LIN	individual;sumratio	3.260375e-11	0.974466	12
SORBI_3005G110535	DNA replication licensing factor MCM2	CTL;LIN	individual;sumratio	3.260375e-11	0.797981	12
SORBI_3005G110538	Protein kinase domain-containing protein	CTL;LIN	individual;sumratio	3.260375e-11	0.515118	12
SORBI_3005G110541	Probable bifunctional methylthioribulose-1-phosphate dehydratase_enolase-phosphatase E1	CTL;LIN	individual;sumratio	3.260375e-11	0.876459	12
SORBI_3005G110544	CR-type domain-containing protein	CTL;LIN	individual;sumratio	3.260375e-11	0.881397	12
SORBI_3005G110553	Uncharacterized protein	CTL;LIN	individual;sumratio	3.260375e-11	0.489845	12
SORBI_3006G277550	Plant heme peroxidase family profile domain-containing protein	CTL;LIN	individual;sumratio	1.240061e-10	0.914689	8
SORBI_3006G277900		CTL;LIN	individual;sumratio	1.240061e-10	1.0	8
SORBI_3006G278100	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	CTL;LIN	individual;sumratio	1.240061e-10	0.756436	8
SORBI_3006G278300	Thaumatin-like protein	CTL;LIN	individual;sumratio	1.240061e-10	0.57601	8
SORBI_3006G278400	C2H2-type domain-containing protein	CTL;LIN	individual;sumratio	1.240061e-10	0.791634	8
SORBI_3006G278500	GMP synthase [glutamine-hydrolyzing]	CTL;LIN	individual;sumratio	1.240061e-10	0.687965	8
SORBI_3006G278600	Fe2OG dioxygenase domain-containing protein	CTL;LIN	individual;sumratio	1.240061e-10	0.687965	8
SORBI_3008G081400	Major facilitator superfamily (MFS) profile domain-containing protein	CTL;LIN	individual;sumratio	4.4961530000000006e-33	0.964562	7
SORBI_3006G033001		CTL;LIN	individual;sumratio	3.522187e-14	1.0	7
SORBI_3001G152700		CTL;LIN	individual;sumratio	1.759403e-12	1.0	7
SORBI_3002G150866		CTL;LIN	individual;sumratio	1.759403e-12	1.0	7
SORBI_3005G082950	Histone H2A C-terminal domain-containing protein	CTL;LIN	individual;sumratio	1.759403e-12	1.0	7
SORBI_3002G332750		CTL;LIN	individual;sumratio	3.9368970000000004e-23	1.0	6
SORBI_3003G389800	Uncharacterized protein	CTL;LIN	individual;sumratio	1.702729e-17	1.0	4
SORBI_3008G092800	AAA+ ATPase domain-containing protein	CTL;LIN	individual;sumratio	1.515294e-21	1.0	3
SORBI_3001G168800	NPH3 domain-containing protein	CTL;LIN	individual;sumratio	2.978268e-14	0.908691	3
SORBI_3001G169100	Major facilitator superfamily (MFS) profile domain-containing protein	CTL;LIN	individual;sumratio	2.978268e-14	0.830328	3
SORBI_3001G171001	WIYLD domain-containing protein	CTL;LIN	individual;sumratio	2.978268e-14	1.0	3
SORBI_3001G171100	WIYLD domain-containing protein	CTL;LIN	individual;sumratio	2.978268e-14	1.0	3
SORBI_3001G171200	WIYLD domain-containing protein	CTL;LIN	individual;sumratio	2.978268e-14	0.8002	3
SORBI_3001G171300	UDP-glucose 6-dehydrogenase	CTL;LIN	individual;sumratio	2.978268e-14	0.68933	3
SORBI_3001G171500	Presenilin	CTL;LIN	individual;sumratio	2.978268e-14	0.780594	3
SORBI_3001G171600	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL;LIN	individual;sumratio	2.978268e-14	0.798309	3
SORBI_3001G167900	NADP-dependent oxidoreductase domain-containing protein	CTL;LIN	individual;sumratio	1.071587e-13	0.631248	3
SORBI_3001G168400	Protein kinase domain-containing protein	CTL;LIN	individual;sumratio	1.071587e-13	0.701538	3
SORBI_3001G168600	Serpin domain-containing protein	CTL;LIN	individual;sumratio	1.071587e-13	0.640177	3
SORBI_3001G168700	Uncharacterized protein	CTL;LIN	individual;sumratio	1.071587e-13	0.598667	3
SORBI_3006G244200	DUF295 domain-containing protein	CTL;LIN	individual;sumratio	1.258093e-13	0.851819	3
SORBI_3003G106600	EXPERA domain-containing protein	CTL;LIN	individual;sumratio	6.188695e-11	1.0	3
SORBI_3006G244100	DUF295 domain-containing protein	CTL;LIN	individual;sumratio	5.861319e-10	0.576052	3
SORBI_3003G368300		CTL;LIN	individual;sumratio	7.022179e-10	0.464278	3
SORBI_3003G368100		CTL;LIN	individual;sumratio	1.358718e-09	0.549277	3
SORBI_3003G368200		CTL;LIN	individual;sumratio	1.358718e-09	0.535116	3
SORBI_3003G369066		CTL;LIN	individual;sumratio	1.358718e-09	0.733379	3
SORBI_3001G022700	Cytochrome P450 CYP733A	CTL;LIN	individual;sumratio	2.282694e-15	0.978702	2
SORBI_3001G247600	NAD-dependent epimerase_dehydratase domain-containing protein	CTL;LIN	individual;sumratio	7.82254e-14	0.447592	2
SORBI_3005G184050	Uncharacterized protein	CTL;LIN	individual;sumratio	1.456216e-13	0.579587	2
SORBI_3003G105900	RING-type domain-containing protein	CTL;LIN	individual;sumratio	6.188695e-11	1.0	2
SORBI_3003G077300	Uncharacterized protein	CTL;LIN	individual;sumratio	9.137469e-11	0.655497	2
SORBI_3003G077400	Peptidase M50 domain-containing protein	CTL;LIN	individual;sumratio	9.137469e-11	0.670067	2
SORBI_3003G077800	Uncharacterized protein	CTL;LIN	individual;sumratio	9.137469e-11	0.499581	2
SORBI_3003G107500	Protein CHROMATIN REMODELING 8	CTL;LIN	individual;sumratio	1.139756e-10	0.480903	2
SORBI_3003G367650	inorganic diphosphatase	CTL;LIN	individual;sumratio	3.167163e-09	0.400393	2
SORBI_3003G368000	Tubby-like F-box protein	CTL;LIN	individual;sumratio	3.167163e-09	0.563158	2
SORBI_3003G368400		CTL;LIN	individual;sumratio	3.167163e-09	0.433681	2
SORBI_3003G368800		CTL;LIN	individual;sumratio	3.167163e-09	0.43332	2
SORBI_3003G369000		CTL;LIN	individual;sumratio	3.167163e-09	0.476679	2
SORBI_3003G369033		CTL;LIN	individual;sumratio	3.167163e-09	0.433172	2
SORBI_3005G186700	Carboxypeptidase	CTL;LIN	individual;sumratio	3.372341e-11	0.936637	1
SORBI_3005G186800	Carboxypeptidase	CTL;LIN	individual;sumratio	3.372341e-11	0.936637	1
SORBI_3004G197700	DUF4283 domain-containing protein	CTL;LIN	individual;sumratio	6.003575e-11	1.0	1
SORBI_3005G087900	Non-lysosomal glucosylceramidase	CTL;LIN	individual;sumratio	1.000254e-10	1.0	1
SORBI_3005G088100	Uncharacterized protein	CTL;LIN	individual;sumratio	1.000254e-10	0.580255	1
SORBI_3005G088500	WAT1-related protein	CTL;LIN	individual;sumratio	1.000254e-10	0.852648	1
SORBI_3005G088600	Transmembrane protein	CTL;LIN	individual;sumratio	1.000254e-10	0.939876	1
SORBI_3005G088700	Pectinesterase inhibitor domain-containing protein	CTL;LIN	individual;sumratio	1.000254e-10	0.947071	1
SORBI_3005G088900	CCR4-NOT transcription complex subunit 11	CTL;LIN	individual;sumratio	1.000254e-10	0.902479	1
SORBI_3005G012200	non-specific serine_threonine protein kinase	CTL;LIN	individual;sumratio	5.638375e-10	0.665105	1
SORBI_3003G366850	Uncharacterized protein	CTL;LIN	individual;sumratio	1.103826e-09	1.0	1
SORBI_3003G370100		CTL;LIN	individual;sumratio	1.287754e-09	0.72301	1
SORBI_3003G369200	DNA polymerase	CTL;LIN	individual;sumratio	1.358718e-09	0.639095	1
SORBI_3007G102400	Aminotransferase-like plant mobile domain-containing protein	LIN	individual	1.96846e-12	1.0	9
SORBI_3002G115900	Uncharacterized protein	LIN	individual	3.761098e-13	1.0	7
SORBI_3010G170000	O-acyltransferase	LIN	individual	3.159062e-15	1.0	6
SORBI_3002G116200	Adenylate kinase isoenzyme 6 homolog	LIN	individual	3.761098e-13	0.76965	6
SORBI_3002G116300	Poly [ADP-ribose] polymerase	LIN	individual	3.761098e-13	0.852944	6
SORBI_3002G116400	Uncharacterized protein	LIN	individual	3.761098e-13	1.0	6
SORBI_3002G116500	tRNA N(3)-methylcytidine methyltransferase	LIN	individual	3.761098e-13	0.766728	6
SORBI_3002G116600	C2H2-type domain-containing protein	LIN	individual	3.761098e-13	0.790536	6
SORBI_3002G116800	Uncharacterized protein	LIN	individual	3.761098e-13	0.975573	6
SORBI_3002G117100	Protein kinase domain-containing protein	LIN	individual	3.761098e-13	1.0	6
SORBI_3002G117300	Thaumatin-like protein	LIN	individual	3.761098e-13	0.945739	6
SORBI_3002G117400	C2H2-type domain-containing protein	LIN	individual	3.761098e-13	0.978371	6
SORBI_3001G189000	Peroxidase	LIN	individual	4.33485e-13	1.0	6
SORBI_3001G189600	F-box domain-containing protein	LIN	individual	4.33485e-13	0.896569	6
SORBI_3001G188700	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	LIN	individual	1.891978e-12	1.0	6
SORBI_3001G188900	DUF952 domain-containing protein	LIN	individual	1.891978e-12	1.0	6
SORBI_3001G188800	Gnk2-homologous domain-containing protein	LIN	individual	9.444692e-12	0.952582	6
SORBI_3001G188100	HTH La-type RNA-binding domain-containing protein	LIN	individual	1.156826e-11	0.872407	6
SORBI_3001G188600	Pentacotripeptide-repeat region of PRORP domain-containing protein	LIN	individual	1.156826e-11	1.0	6
SORBI_3002G114700	Carbohydrate kinase FGGY C-terminal domain-containing protein	LIN	individual	2.595338e-11	0.855657	6
SORBI_3002G114800	Uncharacterized protein	LIN	individual	2.595338e-11	1.0	6
SORBI_3002G114900	Importin N-terminal domain-containing protein	LIN	individual	2.595338e-11	0.888142	6
SORBI_3002G115000		LIN	individual	2.595338e-11	0.888142	6
SORBI_3002G115025	Uncharacterized protein	LIN	individual	2.595338e-11	0.888142	6
SORBI_3002G115200	Gnk2-homologous domain-containing protein	LIN	individual	2.595338e-11	0.661874	6
SORBI_3002G115500	Uncharacterized protein	LIN	individual	2.595338e-11	0.74124	6
SORBI_3001G187600	Tyrosine N-monooxygenase	LIN	individual	2.818379e-11	0.966278	6
SORBI_3001G187700	Uncharacterized protein	LIN	individual	2.818379e-11	0.929579	6
SORBI_3001G187800	Aldose 1-epimerase	LIN	individual	2.818379e-11	0.963121	6
SORBI_3001G187900		LIN	individual	2.818379e-11	0.833333	6
SORBI_3001G188400	THH1_TOM1_TOM3 domain-containing protein	LIN	individual	2.818379e-11	0.964216	6
SORBI_3001G188500	Demeter RRM-fold domain-containing protein	LIN	individual	2.818379e-11	0.964216	6
SORBI_3001G189100	Clathrin_coatomer adaptor adaptin-like N-terminal domain-containing protein	LIN	individual	2.818379e-11	0.909103	6
SORBI_3001G189200	Peroxidase	LIN	individual	2.818379e-11	1.0	6
SORBI_3001G189300	4-coumarate--CoA ligase-like 7	LIN	individual	2.818379e-11	1.0	6
SORBI_3001G189400	BTB domain-containing protein	LIN	individual	2.818379e-11	0.964061	6
SORBI_3001G187300	Molybdate transporter 1	LIN	individual	1.060812e-10	0.9728	6
SORBI_3001G187400	Tyrosine N-monooxygenase	LIN	individual	5.375058e-10	0.972828	6
SORBI_3010G170300	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucosidebeta-D-glucosidase	LIN	individual	3.159062e-15	1.0	5
SORBI_3010G170400	Cytochrome P450 711A1	LIN	individual	3.159062e-15	0.637838	5
SORBI_3008G100600	SEC7 domain-containing protein	LIN	individual	5.261562e-14	0.973078	5
SORBI_3008G100700	SS18 N-terminal domain-containing protein	LIN	individual	5.261562e-14	0.951825	5
SORBI_3008G100801	Uncharacterized protein	LIN	individual	5.261562e-14	0.951825	5
SORBI_3008G100900	Uncharacterized protein	LIN	individual	5.261562e-14	0.951825	5
SORBI_3008G100950	Uncharacterized protein	LIN	individual	5.261562e-14	1.0	5
SORBI_3008G101000		LIN	individual	5.261562e-14	1.0	5
SORBI_3008G101100	Uncharacterized protein	LIN	individual	5.261562e-14	1.0	5
SORBI_3008G101200		LIN	individual	5.261562e-14	1.0	5
SORBI_3002G116900	Uncharacterized protein	LIN	individual	3.761098e-13	0.74787	5
SORBI_3002G117200	Potassium channel tetramerisation-type BTB domain-containing protein	LIN	individual	3.761098e-13	0.829849	5
SORBI_3010G170900	FHA domain-containing protein	LIN	individual	1.227939e-12	1.0	5
SORBI_3003G082401	Protein kinase domain-containing protein	LIN	individual	1.367717e-12	1.0	5
SORBI_3003G082600	EF-hand domain-containing protein	LIN	individual	1.367717e-12	1.0	5
SORBI_3003G082700	GH10 domain-containing protein	LIN	individual	1.367717e-12	1.0	5
SORBI_3003G083000	GH10 domain-containing protein	LIN	individual	1.367717e-12	1.0	5
SORBI_3003G083100	Uncharacterized protein	LIN	individual	1.367717e-12	0.807819	5
SORBI_3001G384100	phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	LIN	individual	2.002883e-12	0.863647	5
SORBI_3001G384200	Hexosyltransferase	LIN	individual	2.002883e-12	0.957322	5
SORBI_3001G384400	Alpha-1,3-glucosyltransferase	LIN	individual	2.002883e-12	1.0	5
SORBI_3001G384500	Protein kinase domain-containing protein	LIN	individual	2.002883e-12	0.987112	5
SORBI_3010G107000	1-phosphatidylinositol-3-phosphate 5-kinase	LIN	individual	1.346217e-10	0.968704	5
SORBI_3001G188000	Methyltransferase FkbM domain-containing protein	LIN	individual	5.375058e-10	0.838059	5
SORBI_3002G116000	Starch synthase, chloroplastic_amyloplastic	LIN	individual	1.146277e-09	0.880484	5
SORBI_3002G116100	H(+)_Pi cotransporter	LIN	individual	1.146277e-09	0.866178	5
SORBI_3003G048900	Uncharacterized protein	LIN	individual	2.752678e-73	1.0	4
SORBI_3010G170150	Protein kinase domain-containing protein	LIN	individual	3.159062e-15	0.939409	4
SORBI_3002G116700	Thaumatin-like protein	LIN	individual	3.761098e-13	0.506512	4
SORBI_3001G189500	L-gulonolactone oxidase	LIN	individual	4.33485e-13	1.0	4
SORBI_3010G170500	Rx N-terminal domain-containing protein	LIN	individual	1.227939e-12	0.729935	4
SORBI_3010G170550	Midasin	LIN	individual	1.227939e-12	0.852985	4
SORBI_3010G170600	HSF-type DNA-binding domain-containing protein	LIN	individual	1.227939e-12	0.574862	4
SORBI_3010G170700	Uncharacterized protein	LIN	individual	1.227939e-12	0.953447	4
SORBI_3008G106800	NmrA-like domain-containing protein	LIN	individual	1.766655e-12	1.0	4
SORBI_3001G384000	Uncharacterized protein	LIN	individual	2.002883e-12	0.863647	4
SORBI_3001G218500	MATH domain-containing protein	LIN	individual	3.206333e-12	1.0	4
SORBI_3001G218600	MATH domain-containing protein	LIN	individual	3.206333e-12	1.0	4
SORBI_3001G218800	DUF4220 domain-containing protein	LIN	individual	3.206333e-12	0.986666	4
SORBI_3001G219400	ALOG domain-containing protein	LIN	individual	3.206333e-12	1.0	4
SORBI_3001G191400		LIN	individual	9.646242e-12	0.656166	4
SORBI_3001G191500		LIN	individual	9.646242e-12	0.650805	4
SORBI_3003G201750	Uncharacterized protein	LIN	individual	1.120387e-11	1.0	4
SORBI_3003G201800	Splicing factor YJU2 (Fragment)	LIN	individual	1.120387e-11	1.0	4
SORBI_3003G201850	Uncharacterized protein	LIN	individual	1.120387e-11	1.0	4
SORBI_3003G201900	Splicing factor YJU2	LIN	individual	1.120387e-11	1.0	4
SORBI_3010G172200	Tyrosine N-monooxygenase	LIN	individual	2.418094e-11	1.0	4
SORBI_3002G113800	PABS domain-containing protein	LIN	individual	2.595338e-11	0.691974	4
SORBI_3002G114200	GAGA-binding transcriptional activator	LIN	individual	2.595338e-11	0.515684	4
SORBI_3001G190000	Uncharacterized protein	LIN	individual	2.818379e-11	0.758675	4
SORBI_3001G190100		LIN	individual	2.818379e-11	0.758675	4
SORBI_3003G173400		LIN	individual	3.298393e-11	1.0	4
SORBI_3004G183300	Uncharacterized protein	LIN	individual	2.053025e-10	0.48729	4
SORBI_3004G183400	Uncharacterized protein	LIN	individual	2.053025e-10	1.0	4
SORBI_3004G183501	Uncharacterized protein	LIN	individual	2.053025e-10	1.0	4
SORBI_3004G183600	GTP 3',8-cyclase	LIN	individual	2.053025e-10	1.0	4
SORBI_3004G183701	Uncharacterized protein	LIN	individual	2.053025e-10	1.0	4
SORBI_3004G183800	Clp ATPase C-terminal domain-containing protein	LIN	individual	2.053025e-10	1.0	4
SORBI_3004G183900	Cyclin N-terminal domain-containing protein	LIN	individual	2.053025e-10	0.607547	4
SORBI_3004G184000	Vesicle transport protein	LIN	individual	2.053025e-10	0.578117	4
SORBI_3004G184200	BHLH domain-containing protein	LIN	individual	2.053025e-10	0.658158	4
SORBI_3004G184101	ABA-responsive LEA-like protein	LIN	individual	2.410616e-10	0.495797	4
SORBI_3004G184800	Uncharacterized protein	LIN	individual	2.410616e-10	0.491832	4
SORBI_3002G113900	Uncharacterized protein	LIN	individual	3.601268e-10	1.0	4
SORBI_3002G114300	Carbohydrate kinase FGGY C-terminal domain-containing protein	LIN	individual	3.601268e-10	0.944307	4
SORBI_3008G021200	V-type proton ATPase subunit C	LIN	individual	4.074617e-10	0.703776	4
SORBI_3001G311700	Uncharacterized protein	LIN	individual	5.251615e-10	0.894447	4
SORBI_3001G311866	No apical meristem-associated C-terminal domain-containing protein	LIN	individual	5.251615e-10	1.0	4
SORBI_3001G311900	Carboxypeptidase	LIN	individual	5.251615e-10	0.879509	4
SORBI_3001G186800	Purple acid phosphatase	LIN	individual	5.375058e-10	0.983003	4
SORBI_3001G186850	DUF1618 domain-containing protein	LIN	individual	5.375058e-10	1.0	4
SORBI_3001G186925	DUF1618 domain-containing protein	LIN	individual	5.375058e-10	0.963858	4
