GeneID	GeneName	conditions	layers	best_p	max_r2	max_nphen
SORBI_3001G238100	Expansin	LIN	individual	5.123659e-09	0.633388	1
SORBI_3005G184500	Alpha kafirin	LIN	individual	5.125786e-09	0.432801	1
SORBI_3005G184900	Uncharacterized protein	LIN	individual	5.125786e-09	0.959898	1
SORBI_3005G185100	Uncharacterized protein	LIN	individual	5.125786e-09	0.973265	1
SORBI_3005G185400	Alpha kafirin	LIN	individual	5.125786e-09	0.66543	1
SORBI_3005G185500	MSP domain-containing protein	LIN	individual	5.125786e-09	0.657964	1
SORBI_3001G453900	CRAL-TRIO domain-containing protein	LIN	individual	5.199021e-09	0.438657	1
SORBI_3001G455900		LIN	individual	5.199021e-09	0.429143	1
SORBI_3001G456800	Purple acid phosphatase	LIN	individual	5.199021e-09	0.455532	1
SORBI_3001G457100		LIN	individual	5.199021e-09	0.482116	1
SORBI_3001G457200		LIN	individual	5.199021e-09	0.456978	1
SORBI_3001G457300		LIN	individual	5.199021e-09	0.461805	1
SORBI_3001G457400		LIN	individual	5.199021e-09	0.467103	1
SORBI_3001G457500	Uncharacterized protein	LIN	individual	5.199021e-09	0.461805	1
SORBI_3001G457800		LIN	individual	5.199021e-09	0.47646	1
SORBI_3001G457900		LIN	individual	5.199021e-09	0.47506	1
SORBI_3001G457933		LIN	individual	5.199021e-09	0.470095	1
SORBI_3002G028901	Secreted protein	LIN	individual	5.227237e-09	0.541757	1
SORBI_3003G032900	C2 NT-type domain-containing protein	LIN	individual	5.25602e-09	0.600897	1
SORBI_3003G033000	Uncharacterized protein	LIN	individual	5.25602e-09	0.789477	1
SORBI_3003G033100	TRAM domain-containing protein	LIN	individual	5.25602e-09	0.822168	1
SORBI_3003G033200	F-box domain-containing protein	LIN	individual	5.25602e-09	0.87679	1
SORBI_3003G033300	Uncharacterized protein	LIN	individual	5.25602e-09	1.0	1
SORBI_3003G033400	3'-5' exonuclease domain-containing protein	LIN	individual	5.25602e-09	0.564306	1
SORBI_3003G033500	Dof zinc finger protein	LIN	individual	5.25602e-09	0.652695	1
SORBI_3008G077100	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	LIN	individual	5.409874e-09	0.952957	1
SORBI_3008G077300	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	LIN	individual	5.409874e-09	0.697903	1
SORBI_3008G077400	Methyltransferase	LIN	individual	5.409874e-09	0.74651	1
SORBI_3008G077550	Uncharacterized protein	LIN	individual	5.409874e-09	0.946906	1
SORBI_3008G077600	Diacylglycerol kinase	LIN	individual	5.409874e-09	0.934128	1
SORBI_3008G077700	Transcription initiation factor TFIID subunit 8	LIN	individual	5.409874e-09	0.952957	1
SORBI_3008G077800	GDSL esterase_lipase	LIN	individual	5.409874e-09	0.813474	1
SORBI_3008G077900	Exostosin GT47 domain-containing protein	LIN	individual	5.409874e-09	0.824425	1
SORBI_3008G078000		LIN	individual	5.409874e-09	0.824314	1
SORBI_3008G078100		LIN	individual	5.409874e-09	0.82332	1
SORBI_3003G203600	Aldehyde dehydrogenase domain-containing protein	LIN	individual	5.410085e-09	1.0	1
SORBI_3010G133150	Uncharacterized protein	LIN	individual	5.478056e-09	0.678061	1
SORBI_3010G133225		LIN	individual	5.478056e-09	0.680735	1
SORBI_3009G061400	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	LIN	individual	5.496792e-09	1.0	1
SORBI_3004G106250		LIN	individual	5.503073e-09	0.496129	1
SORBI_3004G106300		LIN	individual	5.503073e-09	0.438335	1
SORBI_3004G106600	Glycosyltransferase	LIN	individual	5.503073e-09	0.429955	1
SORBI_3004G106700	Peroxin-7	LIN	individual	5.503073e-09	0.599781	1
SORBI_3004G106900	phosphoenolpyruvate carboxylase	LIN	individual	5.503073e-09	0.467114	1
SORBI_3004G107000	DNA meiotic recombinase 1	LIN	individual	5.503073e-09	0.500445	1
SORBI_3007G010900	AB hydrolase-1 domain-containing protein	LIN	individual	5.521014e-09	0.451895	1
SORBI_3007G011400		LIN	individual	5.521014e-09	0.40848	1
SORBI_3007G011900		LIN	individual	5.521014e-09	0.438877	1
SORBI_3007G012300		LIN	individual	5.521014e-09	0.502043	1
SORBI_3007G012500		LIN	individual	5.521014e-09	0.540528	1
SORBI_3007G012600	Uncharacterized protein	LIN	individual	5.521014e-09	0.540528	1
SORBI_3007G012700	Acetyltransferase	LIN	individual	5.521014e-09	0.547858	1
SORBI_3007G012800	NB-ARC domain-containing protein	LIN	individual	5.521014e-09	1.0	1
SORBI_3007G013000	Acetyltransferase	LIN	individual	5.521014e-09	0.471823	1
SORBI_3007G013100	FBD domain-containing protein	LIN	individual	5.521014e-09	0.406585	1
SORBI_3007G013700		LIN	individual	5.521014e-09	0.413401	1
SORBI_3007G013800		LIN	individual	5.521014e-09	0.437712	1
SORBI_3007G013900		LIN	individual	5.521014e-09	0.423702	1
SORBI_3007G014100	GDSL esterase_lipase	LIN	individual	5.521014e-09	0.487141	1
SORBI_3004G126900		LIN	individual	5.534171e-09	0.934013	1
SORBI_3004G127000		LIN	individual	5.534171e-09	0.85447	1
SORBI_3004G127132	Uncharacterized protein	LIN	individual	5.534171e-09	0.884501	1
SORBI_3004G127300		LIN	individual	5.534171e-09	0.785014	1
SORBI_3004G127350		LIN	individual	5.534171e-09	0.888523	1
SORBI_3004G127400		LIN	individual	5.534171e-09	0.849379	1
SORBI_3004G127600		LIN	individual	5.534171e-09	0.804948	1
SORBI_3002G113100	CASP-like protein 1D1	LIN	individual	5.575481e-09	0.419257	1
SORBI_3009G099500	Uncharacterized protein	LIN	individual	5.620742e-09	0.948676	1
SORBI_3001G201400	RNA helicase	LIN	individual	5.625745e-09	0.482855	1
SORBI_3001G201601		LIN	individual	5.625745e-09	0.428747	1
SORBI_3001G201800		LIN	individual	5.625745e-09	0.575726	1
SORBI_3001G201900	Folylpolyglutamate synthase	LIN	individual	5.625745e-09	0.800554	1
SORBI_3001G202000	NADP-dependent oxidoreductase domain-containing protein	LIN	individual	5.625745e-09	0.833438	1
SORBI_3001G202266	F-box domain-containing protein	LIN	individual	5.625745e-09	1.0	1
SORBI_3009G150800	Glycosyltransferase	LIN	individual	5.644998e-09	0.976379	1
SORBI_3009G150900	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	LIN	individual	5.644998e-09	0.652964	1
SORBI_3009G151000	Subtilisin-like protease	LIN	individual	5.644998e-09	0.75772	1
SORBI_3002G111400	HMA domain-containing protein	LIN	individual	5.664974e-09	0.674648	1
SORBI_3002G111700	DYW domain-containing protein	LIN	individual	5.664974e-09	0.843907	1
SORBI_3008G042100	OVATE domain-containing protein	LIN	individual	5.703116e-09	1.0	1
SORBI_3009G200800	Protein kinase domain-containing protein	LIN	individual	5.705018e-09	1.0	1
SORBI_3009G201100	Peptidase metallopeptidase domain-containing protein	LIN	individual	5.705018e-09	0.417868	1
SORBI_3008G093101	Uncharacterized protein	LIN	individual	5.744616e-09	0.510698	1
SORBI_3008G093200	GLTSCR protein conserved domain-containing protein	LIN	individual	5.744616e-09	0.499031	1
SORBI_3008G093300	Uncharacterized protein	LIN	individual	5.744616e-09	0.433434	1
SORBI_3008G093500		LIN	individual	5.744616e-09	0.499999	1
SORBI_3008G093600		LIN	individual	5.744616e-09	0.506419	1
SORBI_3002G119100		LIN	individual	5.744687e-09	0.477442	1
SORBI_3002G119200		LIN	individual	5.744687e-09	0.568486	1
SORBI_3002G119800	Arginyl-tRNA synthetase catalytic core domain-containing protein	LIN	individual	5.744687e-09	0.889898	1
SORBI_3009G106800		LIN	individual	5.757113e-09	0.740664	1
SORBI_3009G107080		LIN	individual	5.757113e-09	0.663828	1
SORBI_3009G107300		LIN	individual	5.757113e-09	0.560485	1
SORBI_3009G107500		LIN	individual	5.757113e-09	0.564275	1
SORBI_3009G107600		LIN	individual	5.757113e-09	0.556709	1
SORBI_3002G147600	HECT-type E3 ubiquitin transferase	LIN	individual	5.766453e-09	0.45134	1
SORBI_3005G184000	Uncharacterized protein	LIN	individual	5.845758e-09	0.81225	1
SORBI_3005G185150	Ovule protein	LIN	individual	5.845758e-09	0.60603	1
SORBI_3005G185200	Mediator of RNA polymerase II transcription subunit 7	LIN	individual	5.845758e-09	0.626859	1
SORBI_3008G142301	Uncharacterized protein	LIN	individual	5.868824e-09	1.0	1
SORBI_3004G158100	CRAL-TRIO domain-containing protein	LIN	individual	5.935384e-09	0.45301	1
SORBI_3004G158200	RING-type domain-containing protein	LIN	individual	5.935384e-09	0.573753	1
SORBI_3004G158300	Myb_SANT-like DNA-binding domain-containing protein	LIN	individual	5.935384e-09	0.470337	1
SORBI_3009G053300	DUF4283 domain-containing protein	LIN	individual	5.94131e-09	0.75	1
SORBI_3009G055400	Uncharacterized protein	LIN	individual	5.94131e-09	0.899501	1
SORBI_3009G055500	BZIP domain-containing protein	LIN	individual	5.94131e-09	0.959965	1
SORBI_3009G055600	Protein kinase domain-containing protein	LIN	individual	5.94131e-09	0.693808	1
SORBI_3009G055700	Uncharacterized protein	LIN	individual	5.94131e-09	0.693808	1
SORBI_3004G249900		LIN	individual	6.007613e-09	0.430875	1
SORBI_3004G252200	Protein kinase domain-containing protein	LIN	individual	6.007613e-09	0.438492	1
SORBI_3004G252500	Peptidase S49 domain-containing protein	LIN	individual	6.007613e-09	0.580101	1
SORBI_3004G252700	Uncharacterized protein	LIN	individual	6.007613e-09	0.708254	1
SORBI_3004G252850	Uncharacterized protein	LIN	individual	6.007613e-09	0.548156	1
SORBI_3004G252900	Transcription factor IIA alpha_beta subunit	LIN	individual	6.007613e-09	0.796131	1
SORBI_3004G253050	Uncharacterized protein	LIN	individual	6.007613e-09	0.577994	1
SORBI_3004G253100	RING-type E3 ubiquitin transferase	LIN	individual	6.007613e-09	0.759237	1
SORBI_3004G253200	Amino acid transporter transmembrane domain-containing protein	LIN	individual	6.007613e-09	1.0	1
SORBI_3004G253300	BHLH domain-containing protein	LIN	individual	6.007613e-09	0.54772	1
SORBI_3004G253500	O-fucosyltransferase family protein	LIN	individual	6.007613e-09	0.471846	1
SORBI_3004G253900		LIN	individual	6.007613e-09	0.470588	1
SORBI_3008G166050	Patatin	LIN	individual	6.038522e-09	1.0	1
SORBI_3008G166250	Uncharacterized protein	LIN	individual	6.038522e-09	0.8	1
SORBI_3004G276800	Uncharacterized protein	LIN	individual	6.083864e-09	0.456776	1
SORBI_3004G278650	BURP domain-containing protein	LIN	individual	6.083864e-09	0.655911	1
SORBI_3004G078800	BZIP domain-containing protein	LIN	individual	6.111371e-09	0.843598	1
SORBI_3004G080300	Uncharacterized protein	LIN	individual	6.111371e-09	0.523767	1
SORBI_3004G080350	Secreted protein	LIN	individual	6.111371e-09	0.625045	1
SORBI_3004G081201		LIN	individual	6.111371e-09	0.523825	1
SORBI_3004G081300		LIN	individual	6.111371e-09	0.519369	1
SORBI_3004G081400		LIN	individual	6.111371e-09	0.518787	1
SORBI_3004G081601		LIN	individual	6.111371e-09	0.461538	1
SORBI_3001G265100	Uncharacterized protein	LIN	individual	6.12485e-09	0.803749	1
SORBI_3001G265300	Acyl-[acyl-carrier-protein] desaturase	LIN	individual	6.12485e-09	0.80432	1
SORBI_3008G149100	TF-B3 domain-containing protein	LIN	individual	6.189135e-09	1.0	1
SORBI_3008G149200	Pentatricopeptide repeat-containing protein	LIN	individual	6.189135e-09	0.95579	1
SORBI_3001G302900		LIN	individual	6.281612e-09	0.414098	1
SORBI_3001G303600	FAD-binding FR-type domain-containing protein	LIN	individual	6.281612e-09	0.712677	1
SORBI_3001G303750	Flavin-containing monooxygenase	LIN	individual	6.281612e-09	1.0	1
SORBI_3001G303825	F-box domain-containing protein	LIN	individual	6.281612e-09	0.465915	1
SORBI_3001G304500		LIN	individual	6.281612e-09	0.495971	1
SORBI_3001G304600		LIN	individual	6.281612e-09	0.544748	1
SORBI_3003G394000	Uncharacterized protein	LIN	individual	6.440859e-09	0.485571	1
SORBI_3003G396300	Pentacotripeptide-repeat region of PRORP domain-containing protein	LIN	individual	6.440859e-09	1.0	1
SORBI_3003G396700	Dicer-like 104	LIN	individual	6.440859e-09	0.400279	1
SORBI_3001G528900	Fe_B12 periplasmic-binding domain-containing protein	LIN	individual	6.474112e-09	0.418953	1
SORBI_3001G529400		LIN	individual	6.474112e-09	1.0	1
SORBI_3001G235200	Uncharacterized protein	LIN	individual	6.475358e-09	1.0	1
SORBI_3009G112500	Serine aminopeptidase S33 domain-containing protein	LIN	individual	6.493554e-09	0.41235	1
SORBI_3009G112600	UDP-glucuronate decarboxylase	LIN	individual	6.493554e-09	0.41235	1
SORBI_3001G116500	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	LIN	individual	6.527269e-09	0.402721	1
SORBI_3002G015800	F-box domain-containing protein	LIN	individual	6.535636e-09	0.4225	1
SORBI_3004G130980		LIN	individual	6.561714e-09	0.728616	1
SORBI_3004G131040	Clp ATPase C-terminal domain-containing protein	LIN	individual	6.561714e-09	0.760494	1
SORBI_3004G131100	F-box domain-containing protein	LIN	individual	6.561714e-09	0.633329	1
SORBI_3004G131200		LIN	individual	6.561714e-09	0.7325	1
SORBI_3002G175500	Uncharacterized protein	LIN	individual	6.563242e-09	0.542996	1
SORBI_3008G088500	Amino acid transporter transmembrane domain-containing protein	LIN	individual	6.572424e-09	0.611988	1
SORBI_3008G088803		LIN	individual	6.572424e-09	0.623442	1
SORBI_3001G263600	Ubiquitin carboxyl-terminal hydrolase	LIN	individual	6.627981e-09	0.420541	1
SORBI_3001G230400	Pectate lyase	LIN	individual	6.690109e-09	0.586339	1
SORBI_3002G090900	Cytochrome P450	LIN	individual	6.690488e-09	0.454359	1
SORBI_3001G434450	Uncharacterized protein	LIN	individual	6.692627e-09	0.738581	1
SORBI_3001G434700	phosphomevalonate kinase	LIN	individual	6.692627e-09	0.827538	1
SORBI_3001G434900	Aminotransferase class I_classII domain-containing protein	LIN	individual	6.692627e-09	0.51202	1
SORBI_3001G435600	Pectinesterase inhibitor domain-containing protein	LIN	individual	6.692627e-09	0.457735	1
SORBI_3001G435700	HVA22-like protein	LIN	individual	6.692627e-09	0.542242	1
SORBI_3001G436800	Transcription repressor	LIN	individual	6.692627e-09	0.4136	1
SORBI_3002G222900	Salt tolerant protein	LIN	individual	6.716303e-09	1.0	1
SORBI_3002G223000	GOLD domain-containing protein	LIN	individual	6.716303e-09	0.569905	1
SORBI_3010G179000	Glycosyltransferase	LIN	individual	6.758472e-09	0.542004	1
SORBI_3010G179150	Uncharacterized protein	LIN	individual	6.758472e-09	0.403342	1
SORBI_3010G179800	Uncharacterized protein	LIN	individual	6.758472e-09	0.493078	1
SORBI_3010G179850	Uncharacterized protein	LIN	individual	6.758472e-09	0.452154	1
SORBI_3010G179900	Uncharacterized protein	LIN	individual	6.758472e-09	0.44762	1
SORBI_3010G180000	Uncharacterized protein	LIN	individual	6.758472e-09	0.492111	1
SORBI_3010G180100	Uncharacterized protein	LIN	individual	6.758472e-09	0.526848	1
SORBI_3010G180200	TFIIS central domain-containing protein	LIN	individual	6.758472e-09	0.544666	1
SORBI_3010G180350	Uncharacterized protein	LIN	individual	6.758472e-09	0.912515	1
SORBI_3010G180400	Acyl-[acyl-carrier-protein] hydrolase	LIN	individual	6.758472e-09	0.905774	1
SORBI_3010G180500		LIN	individual	6.758472e-09	0.884078	1
SORBI_3008G101800	Transducin_WD40 repeat-like superfamily protein	LIN	individual	6.772628e-09	0.547299	1
SORBI_3008G101850	Uncharacterized protein	LIN	individual	6.772628e-09	0.547299	1
SORBI_3008G102000	J domain-containing protein	LIN	individual	6.772628e-09	0.413496	1
SORBI_3002G113600	Rho-GAP domain-containing protein	LIN	individual	6.833119e-09	0.57634	1
SORBI_3002G114600	Uncharacterized protein	LIN	individual	6.833119e-09	0.861917	1
SORBI_3004G096000		LIN	individual	6.857219e-09	0.553258	1
SORBI_3003G410900	CRAL-TRIO domain-containing protein	LIN	individual	6.887061e-09	0.406005	1
SORBI_3003G411000	GST C-terminal domain-containing protein	LIN	individual	6.887061e-09	0.421153	1
SORBI_3003G411500	Myb-like domain-containing protein	LIN	individual	6.887061e-09	1.0	1
SORBI_3003G411600	HMA domain-containing protein	LIN	individual	6.887061e-09	0.868074	1
SORBI_3003G411700	J domain-containing protein	LIN	individual	6.887061e-09	0.868074	1
SORBI_3009G133800	Inosine_uridine-preferring nucleoside hydrolase domain-containing protein	LIN	individual	6.887289e-09	0.428959	1
SORBI_3002G184900	Thioredoxin domain-containing protein	LIN	individual	6.894367e-09	0.406655	1
SORBI_3002G110700	Uncharacterized protein	LIN	individual	6.895477e-09	0.457382	1
SORBI_3002G111300	Transmembrane protein	LIN	individual	6.895477e-09	0.806915	1
SORBI_3002G111800	aspartate kinase	LIN	individual	6.895477e-09	0.523951	1
SORBI_3002G111900	Receptor-like serine_threonine-protein kinase	LIN	individual	6.895477e-09	0.436396	1
SORBI_3002G173800		LIN	individual	6.967176e-09	0.680829	1
SORBI_3002G174000	ABC transporter domain-containing protein	LIN	individual	6.967176e-09	0.847913	1
SORBI_3002G174200	WRKY domain-containing protein	LIN	individual	6.967176e-09	0.974127	1
SORBI_3002G174400	Cytochrome b5 heme-binding domain-containing protein	LIN	individual	6.967176e-09	0.430721	1
SORBI_3002G174700	PGG domain-containing protein	LIN	individual	6.967176e-09	0.481542	1
SORBI_3002G174801	Protein kinase domain-containing protein	LIN	individual	6.967176e-09	0.605797	1
SORBI_3008G087866		LIN	individual	6.96814e-09	0.847515	1
SORBI_3008G152400		LIN	individual	6.970012e-09	0.425412	1
SORBI_3008G152800	Calcineurin B-like protein	LIN	individual	6.970012e-09	0.752671	1
SORBI_3008G152900	MATH domain-containing protein	LIN	individual	6.970012e-09	0.725435	1
SORBI_3008G153000	MATH domain-containing protein	LIN	individual	6.970012e-09	0.738771	1
SORBI_3008G153300		LIN	individual	6.970012e-09	0.725435	1
SORBI_3001G261464	CCHC-type domain-containing protein	LIN	individual	7.07279e-09	0.894231	1
SORBI_3001G261468	Uncharacterized protein	LIN	individual	7.07279e-09	0.930613	1
SORBI_3001G261472		LIN	individual	7.07279e-09	0.837495	1
SORBI_3001G261476	Uncharacterized protein	LIN	individual	7.07279e-09	0.855348	1
SORBI_3002G259800	BAR domain-containing protein	LIN	individual	7.085543e-09	1.0	1
SORBI_3001G261589	CCHC-type domain-containing protein	LIN	individual	7.105085e-09	0.594107	1
SORBI_3004G191000	Glycosyltransferase	LIN	individual	7.171916e-09	0.400582	1
SORBI_3004G191300	Uncharacterized protein	LIN	individual	7.171916e-09	1.0	1
SORBI_3004G114500	Uncharacterized protein	LIN	individual	7.244952e-09	0.440636	1
SORBI_3004G018500	Calmodulin-binding domain-containing protein	LIN	individual	7.310886e-09	0.517249	1
SORBI_3005G120800	Uncharacterized protein	LIN	individual	7.339652e-09	0.48352	1
SORBI_3002G173700		LIN	individual	7.344212e-09	0.686644	1
SORBI_3007G041200	Cytochrome P450	LIN	individual	7.478504e-09	0.461486	1
SORBI_3007G041300	Uncharacterized protein	LIN	individual	7.478504e-09	0.429992	1
SORBI_3007G042150	DUF4283 domain-containing protein	LIN	individual	7.478504e-09	0.503466	1
SORBI_3008G082450	Secreted protein	LIN	individual	7.499401e-09	0.797044	1
SORBI_3001G250700	Centromere protein O	LIN	individual	7.558408e-09	0.476387	1
SORBI_3001G250800	Ubiquitin-like protease family profile domain-containing protein	LIN	individual	7.558408e-09	0.476161	1
SORBI_3003G167300	Peroxidase	LIN	individual	7.594447e-09	0.428038	1
SORBI_3005G056400	Fructose-bisphosphate aldolase	LIN	individual	7.634187e-09	1.0	1
SORBI_3010G174700	Transcriptional elongation regulator MINIYO	LIN	individual	7.634239e-09	0.44757	1
SORBI_3001G132300		LIN	individual	7.635278e-09	0.426658	1
SORBI_3001G132600	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	LIN	individual	7.635278e-09	0.422901	1
SORBI_3001G133300	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	LIN	individual	7.635278e-09	0.54398	1
SORBI_3001G133466	Uncharacterized protein	LIN	individual	7.635278e-09	0.424282	1
SORBI_3001G133600	F-box domain-containing protein	LIN	individual	7.635278e-09	0.602807	1
SORBI_3001G133800	F-box domain-containing protein	LIN	individual	7.635278e-09	0.531091	1
SORBI_3001G133900	Protein NRT1_ PTR FAMILY 2.9	LIN	individual	7.635278e-09	0.516758	1
SORBI_3001G134100	AMP-activated protein kinase glycogen-binding domain-containing protein	LIN	individual	7.635278e-09	0.543987	1
SORBI_3001G134200	Uncharacterized protein	LIN	individual	7.635278e-09	0.54687	1
SORBI_3001G134300	Calcineurin-binding protein cabin-1 MEF2-binding domain-containing protein	LIN	individual	7.635278e-09	0.54687	1
SORBI_3001G134400	CHCH domain-containing protein	LIN	individual	7.635278e-09	0.54687	1
SORBI_3001G134500	Glutamine amidotransferase domain-containing protein	LIN	individual	7.635278e-09	0.707767	1
SORBI_3001G134600	tRNA_rRNA methyltransferase SpoU type domain-containing protein	LIN	individual	7.635278e-09	0.637135	1
SORBI_3001G134800	Uncharacterized protein	LIN	individual	7.635278e-09	0.4317	1
SORBI_3001G135600		LIN	individual	7.635278e-09	0.510063	1
SORBI_3001G135650		LIN	individual	7.635278e-09	0.622604	1
SORBI_3002G180800	Alpha-aminoacylpeptide hydrolase	LIN	individual	7.649554e-09	0.859089	1
SORBI_3002G182150		LIN	individual	7.649554e-09	0.880493	1
SORBI_3009G018450	Protein kinase domain-containing protein	LIN	individual	7.687342e-09	0.931164	1
SORBI_3009G018600	Protein kinase domain-containing protein	LIN	individual	7.687342e-09	0.888564	1
SORBI_3001G261577	Uncharacterized protein	LIN	individual	7.691018e-09	0.772415	1
SORBI_3005G127800		LIN	individual	7.691683e-09	1.0	1
SORBI_3002G190100	Uncharacterized protein	LIN	individual	7.81886e-09	0.745069	1
SORBI_3002G190700	Cyclin N-terminal domain-containing protein	LIN	individual	7.81886e-09	0.510945	1
SORBI_3007G210500	Uncharacterized protein	LIN	individual	7.851791e-09	0.473317	1
SORBI_3006G063500	RING-type domain-containing protein	LIN	individual	7.871869e-09	0.561643	1
SORBI_3006G063600	Alpha-amylase	LIN	individual	7.871869e-09	0.425099	1
SORBI_3006G063700	F-box domain-containing protein	LIN	individual	7.871869e-09	1.0	1
SORBI_3006G064400	Desiccation-related protein PCC13-62	LIN	individual	7.871869e-09	0.686713	1
SORBI_3009G172800	Cytochrome P450	LIN	individual	7.971762e-09	0.709983	1
SORBI_3009G172950	DNA helicase	LIN	individual	7.971762e-09	1.0	1
SORBI_3009G173100	non-specific serine_threonine protein kinase	LIN	individual	7.971762e-09	0.981671	1
SORBI_3009G173200	Epidermal patterning factor-like protein	LIN	individual	7.971762e-09	0.935229	1
SORBI_3003G185250	Uncharacterized protein	LIN	individual	8.031726e-09	0.826713	1
SORBI_3001G261480		LIN	individual	8.086741e-09	0.445739	1
SORBI_3005G018050	C3H1-type domain-containing protein	LIN	individual	8.120818e-09	0.96837	1
SORBI_3007G183200	Transcription factor	LIN	individual	8.143889e-09	1.0	1
SORBI_3010G072800	Importin N-terminal domain-containing protein	LIN	individual	8.172715e-09	0.897507	1
SORBI_3010G072900	thioredoxin-dependent peroxiredoxin	LIN	individual	8.172715e-09	0.422409	1
SORBI_3004G187800	RING-type E3 ubiquitin transferase	LIN	individual	8.185e-09	0.48643	1
SORBI_3001G360200	t-SNARE coiled-coil homology domain-containing protein	LIN	individual	8.19861e-09	0.428085	1
SORBI_3001G360300	NAC domain-containing protein	LIN	individual	8.19861e-09	0.402894	1
SORBI_3001G360400	Peroxidase	LIN	individual	8.19861e-09	0.729456	1
SORBI_3001G360600	Pyrrolidone-carboxylate peptidase	LIN	individual	8.19861e-09	0.466679	1
SORBI_3001G360700	Flavonoid 3',5'-hydroxylase	LIN	individual	8.19861e-09	0.474982	1
SORBI_3001G360800	Flavonoid 3',5'-hydroxylase	LIN	individual	8.19861e-09	0.455881	1
SORBI_3001G360900	peptidylprolyl isomerase	LIN	individual	8.19861e-09	0.439764	1
SORBI_3001G361000		LIN	individual	8.19861e-09	0.4451	1
SORBI_3001G361100		LIN	individual	8.19861e-09	0.439764	1
SORBI_3004G004800	Soluble acid invertase	LIN	individual;sumratio	2.605726e-21	0.775515	20
SORBI_3004G005200	TMPIT-like protein	LIN	individual;sumratio	2.605726e-21	0.738274	20
SORBI_3004G005300	Protein kinase domain-containing protein	LIN	individual;sumratio	2.605726e-21	1.0	20
SORBI_3004G005700	Peptidase S1 domain-containing protein	LIN	individual;sumratio	2.605726e-21	0.818098	20
SORBI_3004G006400	Cytochrome P450	LIN	individual;sumratio	2.605726e-21	1.0	20
SORBI_3004G006500	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.592628	20
SORBI_3004G006600	JmjC domain-containing protein	LIN	individual;sumratio	2.605726e-21	1.0	20
SORBI_3004G006700	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	1.0	20
SORBI_3004G006800	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	1.0	20
SORBI_3004G006900	F-box domain-containing protein	LIN	individual;sumratio	2.605726e-21	0.978481	20
SORBI_3004G006966	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.978481	20
SORBI_3004G007032	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.956971	20
SORBI_3004G007100	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.946389	20
SORBI_3004G007133	FACT complex subunit	LIN	individual;sumratio	2.605726e-21	0.97799	20
SORBI_3004G007200	Secreted protein	LIN	individual;sumratio	2.605726e-21	0.988915	20
SORBI_3004G007300	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.946432	20
SORBI_3004G007400	CCT domain-containing protein	LIN	individual;sumratio	2.605726e-21	0.956571	20
SORBI_3004G007500	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.98167	20
SORBI_3004G007600	Glycosyltransferase	LIN	individual;sumratio	2.605726e-21	0.975285	20
SORBI_3004G007800	Protein kinase domain-containing protein	LIN	individual;sumratio	2.605726e-21	0.840225	20
SORBI_3004G008300		LIN	individual;sumratio	2.605726e-21	0.786852	20
SORBI_3004G008400		LIN	individual;sumratio	2.605726e-21	0.829654	20
SORBI_3004G008500		LIN	individual;sumratio	2.605726e-21	0.846942	20
SORBI_3004G008800		LIN	individual;sumratio	2.605726e-21	0.796367	20
SORBI_3004G008900	aldehyde oxygenase (deformylating)	LIN	individual;sumratio	2.605726e-21	0.810497	20
SORBI_3004G009000	Uncharacterized protein	LIN	individual;sumratio	2.605726e-21	0.79466	20
SORBI_3004G009100	Protein FAM32A-like	LIN	individual;sumratio	2.605726e-21	0.796367	20
SORBI_3003G087000	Uncharacterized protein	LIN	individual;sumratio	4.4644129999999997e-20	0.826015	19
SORBI_3003G087100	Protein MAO HUZI 4, chloroplastic	LIN	individual;sumratio	4.4644129999999997e-20	0.83767	19
SORBI_3003G087200	Aspergillus nuclease S1	LIN	individual;sumratio	4.4644129999999997e-20	1.0	19
SORBI_3003G087600	Uncharacterized protein	LIN	individual;sumratio	4.4644129999999997e-20	0.671019	19
SORBI_3003G088200	NAD-dependent epimerase_dehydratase domain-containing protein	LIN	individual;sumratio	4.4644129999999997e-20	0.645447	19
SORBI_3003G088300	Uncharacterized protein	LIN	individual;sumratio	4.4644129999999997e-20	0.494766	19
SORBI_3003G088400	Bowman-Birk serine protease inhibitors family domain-containing protein	LIN	individual;sumratio	4.4644129999999997e-20	0.543141	19
SORBI_3003G088600	Factor of DNA methylation 1-5_IDN2 domain-containing protein	LIN	individual;sumratio	4.4644129999999997e-20	1.0	19
SORBI_3003G088700	Uncharacterized protein	LIN	individual;sumratio	4.4644129999999997e-20	0.990737	19
